_id,type,file_url,yoruba_text,audio_gender,source,file_type,file_size,english_text,duration,translation_verified,uploaded_by,uploaded_date
67387c1c45317b996fc3f645,annotations,,"Àti pé, fífi àlùbọ́sà tí a rẹ́ sí àtẹ́lẹ́-ẹsẹ̀ leè pa, àti rẹ agbára kòkòrò yìí lágọ̀ọ́ ara sílẹ̀, tí yóò sì mú kí ètò ìlera àgọ́ ara ó di ọ̀tun.",,Bible,text,,"And, putting grated onion on the soles of the feet can kill and weaken the power of this insect in the body, which will make the health system of the body healthy.",,True,Alaran,
67387c1c45317b996fc3f64d,annotations,,Ìsekúse gbàá.,,Bible,text,,What a Mess.,,True,Alaran,
67387c1c45317b996fc3f638,annotations,,"Ìyìn ni fún Jèhófà, Torí ó ti gbọ́ ẹ̀bẹ̀ mi fún ìrànlọ́wọ́.",,Bible,text,,"May Jehovah be praised, For he has heard my pleas for help.",,True,Alaran,
67387c1c45317b996fc3f63d,annotations,,Ibi à ń lọ la dé yìí -- à ń lọ ṣe iṣẹ́ pátàkì kan.,,Bible,text,,There we go -- we're going on a mission.,,True,Alaran,
67387c1c45317b996fc3f647,annotations,,"Láti le kẹ́sẹ járí, ètò yìí nílò kí wọn ó dá àwọn olùkọ́ lẹ́kọ̀ọ́ ìlò àwọn ẹ̀rọ ìgbàlódé kí wọn ó bà lè ṣàmúlò àwọn ẹ̀rọ náà bí ó ti yẹ.",,Bible,text,,"To achieve success, the program requires extensive ICT training for educators so they can effectively use and troubleshoot these gadgets.",,True,Alaran,
67387c1c45317b996fc3f6a4,annotations,,"Ibi tó máa fi ṣe ọrẹ àfinásun sí Jèhófà lára ẹran náà ni ọ̀rá tó bo ìfun, gbogbo ọ̀rá tó yí ìfun ká.",,Bible,text,,"The part he will present as his offering made by fire to Jehovah is the fat that covers the intestines, all the fat that surrounds the intestines.",,True,Alaran,
67387c1c45317b996fc3f66d,annotations,,Jóbù ni àwọn Mùsùlùmí ń pè ní Àyúbà.,,Bible,text,,Job is called Ayuba by Muslims.,,True,Alaran,
67387c1c45317b996fc3f671,annotations,,Eré eléyìí jẹ èyí tó ma wò ni ọ̀pọ̀lọpọ̀ ìgbà.,,Bible,text,,It's definitely one you will love to watch over and over again.,,True,Alaran,
67387c1c45317b996fc3f67e,annotations,,Àtùpà fẹ̀gbẹ́ lélẹ̀ ó sì fọ́ yángá-yánga.,,Bible,text,,The lamp fell to the ground and shattered.,,True,Alaran,
67387c1c45317b996fc3f686,annotations,,"À ń gbàdúrà fún àwọn ará wa tó ti pàdánù ilé àtàwọn nǹkan ìní wọn, ó dá wa lójú pé Jèhófà á máa lo ètò rẹ̀ láti pèsè ìrànlọ́wọ́ táwọn ará wa nílò.",,Bible,text,,"We pray for our brothers who have lost their homes and belongings, and we are confident that Jehovah will continue to provide the needed assistance through his organization.",,True,Alaran,
67387c1c45317b996fc3f6b3,annotations,,"Ni ilé ẹjọ́ bá fi sí àtìmọ́lé láì tíì gbọ́ ẹjọ́ rẹ̀, oṣù mẹ́fà ló lò níbẹ̀.",,Bible,text,,"Afterward, the court placed him in pretrial detention, which eventually was extended for six months.",,True,Alaran,
67387c1c45317b996fc3f6c2,annotations,,Ṣé ẹ lè sọ ibi tí ẹ wà ní ọjọ́ tí wọ́n ṣekú pa ẹni yìí.,,Bible,text,,Can you please tell us where you were on the day of murder.,,True,Alaran,
67387c1c45317b996fc3f6cb,annotations,,Àwọn akọ̀rọ̀yìn méjì kan tí wọ́n ti ń tì kín àwọn asùnta wọ̀nyí lẹ́yìn láti ìgbà tí iṣẹ́ àkànṣe náà ti bẹ̀rẹ̀ ni wọ́n máa ń ṣe gbogbo àwọn àtẹ̀jáde tuntun.,,Bible,text,,"Two journalists, who have been with the project since the beginning, are responsible for designing every new issue.",,True,Alaran,
67387c1c45317b996fc3f6cd,annotations,,"Torí ohun tí Jèhófà sọ fún àwọn ìwẹ̀fà nìyí, àwọn tó ń pa àwọn sábáàtì mi mọ́, tí wọ́n yan ohun tí inú mi dùn sí, tí wọ́n sì rọ̀ mọ́ májẹ̀mú mi.",,Bible,text,,For this is what Jehovah says to the eunuchs who keep my sabbaths and who choose what I delight in and who hold fast to my covenant.,,True,Alaran,
67387c1c45317b996fc3f6d1,annotations,,"olùdarí; kí a yí i sí Egbin Àfẹ̀mọ́jú, Orin Dáfídì.",,Bible,text,,"the director; set to The Doe of the Dawn, A melody of David.",,True,Alaran,
67387c1c45317b996fc3f6d2,annotations,,Dókítà kan tó jẹ́ afìṣemọ̀rònú ẹ̀dá wá ṣèbẹ̀wò sọ́dọ̀ àwọn ẹlẹ́wọ̀n.,,Bible,text,,A psychologist had come to the prison to visit the inmates.,,True,Alaran,
67387c1c45317b996fc3f6e2,annotations,,Wọ́n si bí i nígbà tí ó gbó nínú ìyá rẹ̀.,,Bible,text,,And they gave birth to him when he was old in his mother.,,True,Alaran,
67387c1c45317b996fc3f6bd,annotations,,"Àti ọ̀nà tí HSF  àjọ kan tó ń tiraka láti ran àwọn akẹ́kọ̀ọ́ lọ́wọ́ láti ṣe àṣeyọrí ilé-ẹ̀kọ́ gíga nípasẹ̀ ìgbani nímọ́ràn àti ètò ẹ̀kọ́ ọ̀fẹ́  ọ̀nà tí wọ́n ti gbà láti ṣe ìsilẹ̀ ààbalẹ̀-ọkàn, pẹ̀lú sísọ nǹkan tó tó jọ ọ́ gidi gan-gan.",,Bible,text,,"And the way that HSF  an organization that strives to help students achieve higher education through mentorship and scholarships  the way that they helped calm my anxiety, it was by telling me something super familiar.",,True,Alaran,
67387c1c45317b996fc3f6ef,annotations,,"Kò sí igbó kankan ní ayé nígbà yẹn, ewéko kankan ò sì tíì hù, torí Jèhófà Ọlọ́run ò tíì rọ òjò sórí ilẹ̀, kò sì sí ẹnì kankan tó máa ro ilẹ̀.",,Bible,text,,"No bush of the field was yet on the earth and no vegetation of the field had begun sprouting, because Jehovah God had not made it rain on the earth and there was no man to cultivate the ground.",,True,Alaran,
67387c1c45317b996fc3f6f1,annotations,,Nǹkan tí ikọ̀ le yí padà lórílẹ̀-èdè Nàìjííríà ni ìfẹ́ eré bọ́ọ̀lù àfẹsẹ̀gbá.,,Bible,text,,A constant in Nigeria is an endearing love of football.,,True,Alaran,
67387c1c45317b996fc3f6ec,annotations,,"Àmọ́, ẹ má lọ jìnnà o.",,Bible,text,,"Only, you must not go so far away.",,True,Alaran,
67387c1c45317b996fc3f6fa,annotations,,"UNESCO yà ọjọ́ yìí sọ́tọ̀ láti ṣí ojú àwọn ènìyàn sí ipa tí ẹ̀rọ-ìgbóhùnsáfẹ́fẹ́ ń kó ní ìgbésí ayé     tí ó jẹ́ ọ̀nà ìgbéròyìnká tí kò hàn, tí ó sì ṣe é gbé kiri.",,Bible,text,,"UNESCO dedicates this day to open peoples eyes to the role that the radio plays in life which is a form of communication that is not visible, and that makes it go around.",,True,Alaran,
67387c1c45317b996fc3f6fe,annotations,,"Wọ́n dà bí aṣọ́komásùn tó wà nínú oko kùkúńbà, wọn ò lè sọ̀rọ̀; Ńṣe là ń gbé wọn, torí wọn ò lè rìn.",,Bible,text,,"Like a scarecrow in a cucumber field, they cannot speak; They have to be carried, for they cannot walk.",,True,Alaran,
67387c1c45317b996fc3f6ff,annotations,,"A tilẹ̀ máa wí nínú ara rẹ̀ pé, Àtètè lọ ni àtètè dé, nítorí pé, àtètè sùn ni àtètè jí, ẹni tó tètè kú, yóò rí ilẹ̀ mú lọ́run.",,Bible,text,,"We will even say in his body, When you go, when you arrive, because when you sleep, when you wake up, the one who dies early, will find the earth in heaven.",,True,Alaran,
67387c1c45317b996fc3f70d,annotations,,"Nítorí Sedekáyà ọba Júdà ti fi í sí àhámọ́, ọba sì sọ pé, Kí nìdí tí o fi sọ tẹ́lẹ̀ báyìí? O sọ pé, Ohun tí Jèhófà sọ nìyí: Màá fi ìlú yìí lé ọwọ́ ọba Bábílónì, á sì gbà á.",,Bible,text,,"For King Zed·e·kiʹah of Judah had confined him, saying, Why do you prophesy like this? You say, This is what Jehovah says: I will give this city into the hand of the king of Babylon, and he will capture it.",,True,Alaran,
67387c1c45317b996fc3f712,annotations,,"Àṣírí mímọ́ ti ìràwọ̀ méje tí o rí ní ọwọ́ ọ̀tún mi àti ti ọ̀pá fìtílà méje tí wọ́n fi wúrà ṣe náà nìyí: Ìràwọ̀ méje náà túmọ̀ sí àwọn áńgẹ́lì ìjọ méje, ọ̀pá fìtílà méje náà sì túmọ̀ sí ìjọ méje.",,Bible,text,,"As for the sacred secret of the seven stars that you saw in my right hand and of the seven golden lampstands: The seven stars mean the angels of the seven congregations, and the seven lampstands mean the seven congregations.",,True,Alaran,
67387c1c45317b996fc3f71b,annotations,,"Torí náà, ẹ̀ka ọ́fíìsì ṣètò pé kí wọ́n ṣe àpéjọ yẹn nínú ibùdó náà, wọ́n sì tún kọ́ Gbọ̀ngàn Ìjọba méjì tó ṣe é lò fúngbà díẹ̀.",,Bible,text,,"Therefore, the branch arranged to hold the assemblies within the camp and also constructed two temporary Kingdom Halls.",,True,Alaran,
67387c1c45317b996fc3f71d,annotations,,"Báyìí ni Òbé ń ṣe wére-wère, tí kò ní kọ àkọsílẹ̀-iṣẹ́ kankan, títí tí ìdánwò fi sún mọ́lé.",,Bible,text,,"This is how Obé is fooling around, who will not write any record of work, until the exam is near.",,True,Alaran,
67387c1c45317b996fc3f725,annotations,,gbogbo èèyàn sì máa kórìíra yín nítorí orúkọ mi.,,Bible,text,,and you will be hated by all people because of my name.,,True,Alaran,
67387c1c45317b996fc3f74b,annotations,,"Fọ́ ẹ̀kọ ká jọ mu ú, kò tó ọkọlóbìnrin-ín ṣe ni.",,Bible,text,,Prepare the corn pap and let us eat it together is an indication that the speaker lacks what it takes to be a husband.,,True,Alaran,
67387c1c45317b996fc3f735,annotations,,"Wọ́n fẹ́ ṣe àwọn ọdún ìbílẹ̀ kan ní ìlú náà, èyí sì mú kí àwọn tó ń wá sí ìlú náà ń pọ̀ sí i, torí náà a ṣètò láti wàásù láwọn ibi térò pọ̀ sí.",,Bible,text,,The initiative was in response to the increased number of tourists who came to attend various cultural events in the city.,,True,Alaran,
67387c1c45317b996fc3f738,annotations,,Eré tó n ṣí ní lójú   Eré yi dára gan o sì tún dáa yàtọ.,,Bible,text,,Expository Movie  This is a very good and distinct movie.,,True,Alaran,
67387c1c45317b996fc3f73e,annotations,,"tí apá rẹ̀ ká, kó fi rú ẹbọ ẹ̀ṣẹ̀, kó sì fi èkejì rú ẹbọ sísun pẹ̀lú ọrẹ ọkà; kí àlùfáà sì ṣe ètùtù fún ẹni tó fẹ́ wẹ ara rẹ̀ mọ́ níwájú Jèhófà.",,Bible,text,,"the one he can afford, as a sin offering and the other as a burnt offering along with the grain offering; and the priest will make atonement for the one cleansing himself before Jehovah.",,True,Alaran,
67387c1c45317b996fc3f740,annotations,,"Torí náà, ọmọ èèyàn, sọ tẹ́lẹ̀, kí o sì sọ fún Gọ́ọ̀gù pé, Ohun tí Jèhófà Olúwa Ọba Aláṣẹ sọ nìyí: Ní ọjọ́ yẹn, tí àwọn èèyàn mi Ísírẹ́lì bá ń gbé láìséwu, ṣé o ò ní mọ̀.",,Bible,text,,"So prophesy, son of man, and say to Gog, This is what the Sovereign Lord Jehovah says: On that day when my people Israel are dwelling in security, will you not know it.",,True,Alaran,
67387c1c45317b996fc3f74d,annotations,,"Ìmọ̀ yi kò ni jẹ́ ki èniyàn ṣi iwà hù, tàbi binú ẹni keji.",,Bible,text,,"This knowledge will not make people misbehave, or anger the other person.",,True,Alaran,
67387c1c45317b996fc3f75c,annotations,,"Ojoojúmọ́ ni wọ́n ń béèrè lọ́wọ́ rẹ̀, àmọ́ kì í fetí sí wọn.",,Bible,text,,"Day after day they would ask him, but he would not listen to them.",,True,Alaran,
67387c1c45317b996fc3f756,annotations,,Ọmọ ìlú kan náà nì òun àti Akin Olúṣínà.,,Bible,text,,He and Akin Olúsinà are from the same city.,,True,Alaran,
67387c1c45317b996fc3f75b,annotations,,"Sọ́ọ̀lù lọ títí dé ìlú Ámálékì, ó sì lúgọ sẹ́gbẹ̀ẹ́ àfonífojì.",,Bible,text,,Saul advanced as far as the city of Amʹa·lek and set an ambush by the valley.,,True,Alaran,
67387c1c45317b996fc3f773,annotations,,"Ṣùgbọ́n, ẹnu ṣòkòtò àti ṣẹ́ẹ̀tì alápá gígùn kan ló wọ̀.",,Bible,text,,"However, he wore pants and a long sleeved shirt.",,True,Alaran,
67387c1c45317b996fc3f7a4,annotations,,Ẹ gbọ́dọ̀ fetí sí i.,,Bible,text,,You must listen to him.,,True,Alaran,
67387c1c45317b996fc3f77b,annotations,,A kì í ṣe fáàárí ẹ̀ṣẹ́ dídì sọ́mọ adẹ́tẹ̀.,,Bible,text,,One does not flaunt one's ability to make a fist in the face of a leper's child.,,True,Alaran,
67387c1c45317b996fc3f7a1,annotations,,"Kí ọ̀pọ̀ àwọn eléré ìdárayá àtàwọn àlejò tó wá láti oríṣiríṣi ilẹ̀ yìí lè gbọ́ nípa ẹ̀kọ́ Bíbélì, ó ju ẹgbẹ̀rún mẹ́fà ó lé ọgọ́rùn-ún mẹ́rin 6,400 Ẹlẹ́rìí Jèhófà tó kópa nínú ìwàásù náà.",,Bible,text,,"So that the many international athletes and visitors to the city could have the opportunity to hear the Bibles message, more than 6,400 Jehovahs Witnesses shared in the campaign.",,True,Alaran,
67387c1c45317b996fc3f7a2,annotations,,"Lẹ́yìn náà, kí ẹnì kan tó mọ́ mú ewéko hísópù, kó kì í bọ inú omi náà, kó sì wọ́n ọn sára àgọ́ náà àti gbogbo ohun èlò àti sára àwọn tó wà níbẹ̀ àti sára ẹni tó fara kan egungun tàbí ẹni tí wọ́n pa tàbí òkú tàbí ibi ìsìnkú.",,Bible,text,,Then a clean man will take hyssop and dip it into the water and spatter it on the tent and on all the containers and on the people who were there and on the one who touched the bone or the slain one or the corpse or the burial place.,,True,Alaran,
67387c1c45317b996fc3f7a5,annotations,,"Ṣé bí kò bá ní ìdí obìnrin kì í jẹ́ Kúmólú, èyí tó bá sì jẹ́ Kúmólú a jẹ́ pé ìkú ti mú Ólú ilé wọn lọ ni.",,Bible,text,,"If it does not have a womans reason, it is not Kumolu, and if it is Kumolu, it means that death has taken away the head of their house.",,True,Alaran,
67387c1c45317b996fc3f7a7,annotations,,"CC ń ṣiṣẹ́ láti ṣe ìrànwọ́ fún àwọn ènìyàn tó mọ rírì ìṣísílẹ̀-gbangba-wálíà iṣẹ́ tí ó fi àyè gba ẹnikẹ́ni láti ṣe ìtúnlò, ṣe àkànṣe iṣẹ́ àjùmọ̀ṣe àti láti lépa kan náà.",,Bible,text,,CC works to help people within open movements collaborate on projects and work toward similar goals.,,True,Alaran,
67387c1c45317b996fc3f79c,annotations,,Nígbà tí àwọn tó ń gbé ní Jabeṣi-gílíádì gbọ́ ohun tí àwọn Filísínì ṣe sí Sọ́ọ̀lù.,,Bible,text,,When the inhabitants of Jaʹbesh-gilʹe·ad heard what the Phi·lisʹtines had done to Saul.,,True,Alaran,
67387c1c45317b996fc3f7b1,annotations,,"Ọrọ̀ tí èèyàn fi ìkánjú kó jọ kì í pẹ́ tán, Àmọ́ ọrọ̀ tí èèyàn ń kó jọ díẹ̀díẹ̀ á máa pọ̀ sí i.",,Bible,text,,"Wealth quickly gained will dwindle, But the wealth of the one who gathers it little by little will increase.",,True,Alaran,
67387c1c45317b996fc3f7bd,annotations,,"Àìpé, Tìrẹ nìyí ní ń bí ayé nínú.",,Bible,text,,"Neglect to say, Here is your's is what incites the earth's anger.",,True,Alaran,
67387c1c45317b996fc3f7c0,annotations,,"Bí ati ṣe eré náà dára, àti pé irúfé agbègbè tí a lò na dára.",,Bible,text,,The acting was very good and the choice of locations was perfect.,,True,Alaran,
67387c1c45317b996fc3f7c9,annotations,,(Sélà).,,Bible,text,,(Selah).,,True,Alaran,
67387c1c45317b996fc3f7d1,annotations,,"Sípíkénádì àti òdòdó sáfúrónì, pòròpórò àti igi sínámónì, Pẹ̀lú oríṣiríṣi igi tùràrí, òjíá àti álóè Àti gbogbo lọ́fínńdà tó dára jù.",,Bible,text,,"Spikenard and saffron, cane and cinnamon, With all sorts of trees of frankincense, myrrh, and aloes, Along with all the finest perfumes.",,True,Alaran,
67387c1c45317b996fc3f7de,annotations,,Mo rò wí pé mo wà láàrín-gbùgbun àgbáyé ni.,,Bible,text,,I literally thought I was in the center of the universe.,,True,Alaran,
67387c1c45317b996fc3f7bf,annotations,,Ẹnì kan wà láàárín yín tí ẹ kò mọ̀.,,Bible,text,,One is standing among you whom you do not know.,,True,Alaran,
67387c1c45317b996fc3f607,annotations,,"Ọmọbìnrin náà rẹwà gan-an, wúńdíá ni; ọkùnrin kankan ò bá a lò pọ̀ rí.",,Bible,text,,"Now the young woman was very beautiful, a virgin; no man had had sexual relations with her.",,True,Alaran,
67387c1c45317b996fc3f5f5,annotations,,"àmọ́ tí a ti fi hàn kedere ní báyìí, ti a sì jẹ́ kí àwọn èèyàn mọ̀ ọ́n láàárín gbogbo orílẹ̀-èdè nípasẹ̀ àwọn Ìwé Mímọ́ alásọtẹ́lẹ̀ gẹ́gẹ́ bí àṣẹ tí Ọlọ́run ayérayé pa pé ká fi ìgbàgbọ́ gbé ìgbọràn ga;.",,Bible,text,,but has now been made manifest and has been made known through the prophetic Scriptures among all the nations according to the command of the everlasting God to promote obedience by faith;.,,True,Alaran,
67387c1c45317b996fc3f5fc,annotations,,"Àwọn ìránṣẹ́ rẹ̀ béèrè lọ́wọ́ rẹ̀ pé: Kí nìdí tí o fi ṣe ohun tí o ṣe yìí? Nígbà tí ọmọ náà ṣì wà láàyè, o gbààwẹ̀, o sì ń sunkún; àmọ́ gbàrà tí ọmọ náà kú, o dìde, o sì jẹun.",,Bible,text,,"His servants asked him: Why have you acted in this way? While the child was alive, you fasted and kept weeping; but as soon as the child died, you got up and ate food.",,True,Alaran,
67387c1c45317b996fc3f608,annotations,,"Ọ̀nà kan sì máa jáde láti Ásíríà fún àṣẹ́kù àwọn èèyàn rẹ̀ yòókù, Bó ṣe rí fún Ísírẹ́lì ní ọjọ́ tó kúrò ní ilẹ̀ Íjíbítì.",,Bible,text,,"And there will be a highway out of As·syrʹi·a for the remnant of his people who are left, As there was for Israel in the day he came out of the land of Egypt.",,True,Alaran,
67387c1c45317b996fc3f618,annotations,,"Torí pé màá mú àjálù bá wọn Ní ọdún ìbẹ̀wò, ni Jèhófà wí.",,Bible,text,,"For I will bring calamity on them In the year of reckoning, declares Jehovah.",,True,Alaran,
67387c1c45317b996fc3f629,annotations,,"Torí ọ̀kan ṣoṣo ni nígbà tí mo pè é, Mo wá bù kún un, mo sì sọ ọ́ di púpọ̀.",,Bible,text,,"For he was only one when I called him, And I blessed him and made him many.",,True,Alaran,
67387c1c45317b996fc3f64c,annotations,,Bí Àjọkẹ́ ṣe ń kọrin eréṣùpá rẹ̀ láàrin àwọn ẹgbẹ́ rẹ̀ ló ń gbọ́ ọ tí àbúrò bàbá rẹ̀ ń pè é.,,Bible,text,,"As Ajhoke sings his moon among his groups, he hears his uncle calling him.",,True,Alaran,
67387c1c45317b996fc3f664,annotations,,"Wò ó! Mo ti mú kí ojú rẹ le bí ojú wọn, mo sì mú kí iwájú orí rẹ le bí iwájú orí wọn.",,Bible,text,,Look! I have made your face exactly as hard as their faces and your forehead exactly as hard as their foreheads.,,True,Alaran,
67387c1c45317b996fc3f646,annotations,,"Ẹ gbà á gbọ́ tàbí bẹ́ẹ̀ kọ́, ọkọ̀-akérò kan nìyẹn lórílẹ̀-ède Nigeria.",,Bible,text,,"And believe it or not, that is a taxi in Nigeria.",,True,Alaran,
67387c1c45317b996fc3f650,annotations,,Dúró Esther.,,Bible,text,,Wait Esther.,,True,Alaran,
67387c1c45317b996fc3f62a,annotations,,"Bákan náà, tí ẹ bá rí gbogbo nǹkan yìí, kí ẹ mọ̀ pé ó ti sún mọ́ ẹnu ọ̀nà.",,Bible,text,,"Likewise also you, when you see all these things, know that he is near at the doors.",,True,Alaran,
67387c1c45317b996fc3f637,annotations,,"Ó tún gbàdúrà fún àwọn tó pàdánù ẹ̀mí wọn níbi ìsẹ̀lẹ̀ ọ̀hún, pé kí Ọlọ́run tẹ́ wọn sí afẹ́fẹ́ ire.",,Bible,text,,He prayed for the souls of those who died and quick recovery of those in hospitals.,,True,Alaran,
67387c1c45317b996fc3f63b,annotations,,Ó ń mú kí ìrù rẹ̀ le bí igi kédárì; A hun àwọn iṣan itan rẹ̀ pọ̀.,,Bible,text,,It stiffens its tail like a cedar; The sinews of its thighs are woven together.,,True,Alaran,
67387c1c45317b996fc3f648,annotations,,Àgbàwí àti ọ̀rọ̀ ìṣèlú sábà máa ń fi ti ọ̀rọ̀ ẹ̀sìn àti ẹlẹ́yàmẹyà ṣe.,,Bible,text,,Advocacy and politics are often associated with religion and racism.,,True,Alaran,
67387c1c45317b996fc3f651,annotations,,Èmi ò ní yọ ẹnìkankan sílẹ̀ níbi ìsàkoso mi: Ahmed Lawan.,,Bible,text,,I promises nonpartisan leadership: Ahmed Lawan.,,True,Alaran,
67387c1c45317b996fc3f658,annotations,,Níse ni mo ranjú mọ́ ẹ̀rọ amóhùnmáwòrán mi mo sì ríi pé ọkàn mí fà sí Sylvia.,,Bible,text,,I found myself pulling for Sylvia.,,True,Alaran,
67387c1c45317b996fc3f659,annotations,,"Bẹ́ẹ̀ ni, ọkọ̀ mi ni.",,Bible,text,,"Yes, it is my car.",,True,Alaran,
67387c1c45317b996fc3f65b,annotations,,Kingsley Moghalu.,,Bible,text,,Kingsley Moghalu.,,True,Alaran,
67387c1c45317b996fc3f66e,annotations,,Àkúnya Omi Ṣẹlẹ̀ Lórílẹ̀-Èdè Paraguay.,,Bible,text,,Floodwaters Inundate Paraguay.,,True,Alaran,
67387c1c45317b996fc3f690,annotations,,Èmi sì ni ẹni àkọ́kọ́ lára wọn.,,Bible,text,,"Of these, I am foremost.",,True,Alaran,
67387c1c45317b996fc3f693,annotations,,"Yóò mú àwọn ohun ìkọ̀kọ̀ inú òkùnkùn wá sínú ìmọ́lẹ̀, á sì jẹ́ kí a mọ èrò ọkàn àwọn èèyàn, lẹ́yìn náà, kálukú á gba ìyìn rẹ̀ látọ̀dọ̀ Ọlọ́run.",,Bible,text,,"He will bring the secret things of darkness to light and make known the intentions of the hearts, and then each one will receive his praise from God.",,True,Alaran,
67387c1c45317b996fc3f69e,annotations,,"Tètè yanjú ọ̀rọ̀ pẹ̀lú ẹni tó fẹ̀sùn kàn ọ́ lábẹ́ òfin, nígbà tí o wà pẹ̀lú rẹ̀ lójú ọ̀nà ibẹ̀, kí ẹni tó fẹ̀sùn kàn ọ́ má bàa fi ọ́ lé adájọ́ lọ́wọ́ lọ́nà kan ṣáá, kí adájọ́ sì fi ọ́ lé òṣìṣẹ́ ilé ẹjọ́ lọ́wọ́, kí wọ́n sì fi ọ́ sẹ́wọ̀n.",,Bible,text,,"Be quick to settle matters with your legal opponent, while you are with him on the way there, so that somehow the opponent may not turn you over to the judge, and the judge to the court attendant, and you get thrown into prison.",,True,Alaran,
67387c1c45317b996fc3f676,annotations,,A kò lè ṣàdédé gba ẹ̀tọ́ jíjẹ́ ọmọ orílẹ̀‐èdè ẹni lọ́wọ́ ẹnìkẹ́ni láìnídìí tàbí kí a kọ̀ fún ẹnìkẹ́ni láti yàn láti jẹ́ ọmọ orílẹ̀‐èdè mìíràn.,,Bible,text,,No one shall be arbitrarily deprived of his nationality nor denied the right to change his nationality.,,True,Alaran,
67387c1c45317b996fc3f67c,annotations,,"Ẹ̀ ń yọ̀ lórí nǹkan tí kò ní láárí, Ẹ sì ń sọ pé, Ǹjẹ́ kì í ṣe okun wa ló mú ká di alágbára.",,Bible,text,,"You rejoice over what is worthless, And you say, Have we not become powerful in our own strength.",,True,Alaran,
67387c1c45317b996fc3f684,annotations,,"Ilé-isẹ́ ọlọ́pàá tó wà ní ìpínlẹ̀ Sokoto, ti ní ọlọ́pàá tí kò dín ní ẹgbẹ̀rún kan, mọ́ èyí tí kò wọsọ ni àwọn ti pín káàkiri gbogbo orígun ìpínlẹ̀ Sokoto.",,Bible,text,,The Sokoto State Police Command says it has deployed no fewer than 1000 conventional and plain clothes Officers and men across Sokoto State.,,True,Alaran,
67387c1c45317b996fc3f687,annotations,,Àmọ́ ẹ wò ó! ohun kan tó ju Sólómọ́nì lọ wà níbí.,,Bible,text,,But look! something more than Solʹo·mon is here.,,True,Alaran,
