_id,type,file_url,yoruba_text,audio_gender,source,file_type,file_size,english_text,duration,translation_verified,uploaded_by
67387c1c45317b996fc3ee4f,annotations,,"Adẹ́tẹ̀ẹ́ ní òún sẹ́ ọ̀ràn kan de àwọn ará ilé òun; ó ní bí òún bá lọ sídàálẹ̀, wọn ò jẹ́ fi kàn-ìn-kàn-ìn òun wẹ̀.",,Bible,text,,"The leper says that he trusts his relatives on a certain matter; he says when he goes on a journey, they would not dare use his sponge to wash themselves.",,True,Alaran
67387c1c45317b996fc3ee5f,annotations,,Màá sì gbà ọ́ sílẹ̀ lọ́wọ́ àwọn ẹni burúkú Màá rà ọ́ pa dà kúrò lọ́wọ́ àwọn aláìláàánú.,,Bible,text,,And I will rescue you from the hand of the wicked And redeem you from the palm of the ruthless.,,True,Alaran
67387c1c45317b996fc3ee73,annotations,,"Ì báà jẹ́ ọjọ́ méjì, oṣù kan tàbí jù bẹ́ẹ̀ lọ ni ìkùukùu náà fi wà lórí àgọ́ ìjọsìn, àwọn ọmọ Ísírẹ́lì ò ní tú àgọ́ wọn ká, wọn ò sì ní gbéra.",,Bible,text,,"Whether it was two days, a month, or longer, as long as the cloud stayed over the tabernacle, the Israelites remained encamped and would not depart.",,True,Alaran
67387c1c45317b996fc3ee75,annotations,,"kí èèyàn Ọlọ́run lè kúnjú ìwọ̀n dáadáa, kó sì lè gbára dì pátápátá fún gbogbo iṣẹ́ rere.",,Bible,text,,"so that the man of God may be fully competent, completely equipped for every good work.",,True,Alaran
67387c1c45317b996fc3eea3,annotations,,Ẹ kí àwọn tó wà ní agbo ilé Àrísítóbúlù.,,Bible,text,,Greet those from the household of A·ris·tobʹu·lus.,,True,Alaran
67387c1c45317b996fc3eee9,annotations,,"Ọmọ èèyàn, sọ àsọtẹ́lẹ̀ sórí àwọn olùṣọ́ àgùntàn Ísírẹ́lì.",,Bible,text,,"Son of man, prophesy against the shepherds of Israel.",,True,Alaran
67387c1c45317b996fc3eed1,annotations,,"Nítorí ìwọ ni ìrètí mi, Jèhófà Olúwa Ọba Aláṣẹ; Ìwọ ni mo gbẹ́kẹ̀ lé láti ìgbà èwe mi wá.",,Bible,text,,How can I drive them away.,,True,Alaran
67387c1c45317b996fc3eebe,annotations,,"Ẹ̀yin ẹni ọ̀wọ́n, ẹ jẹ́ ká túbọ̀ máa nífẹ̀ẹ́ ara wa, torí pé ọ̀dọ̀ Ọlọ́run ni ìfẹ́ ti wá, gbogbo ẹni tó bá sì nífẹ̀ẹ́ la ti bí látọ̀dọ̀ Ọlọ́run, ó sì mọ Ọlọ́run.",,Bible,text,,"Beloved ones, let us continue loving one another, because love is from God, and everyone who loves has been born from God and knows God.",,True,Alaran
67387c1c45317b996fc3eec1,annotations,,Gbogbo ọmọ ilẹ̀ Yúróòpù ló yẹ kó máa rántí wọn kí wọ́n sì máa ṣọpẹ́ torí ohun tí wọ́n ṣe.,,Bible,text,,To them goes our emotional remembrance and our gratitude as European citizens.,,True,Alaran
67387c1c45317b996fc3eec3,annotations,,"Torí náà, ó lo odindi ọdún méjì ní ilé tí òun fúnra rẹ̀ gbà, ó sì máa ń gba gbogbo àwọn tó bá wá sọ́dọ̀ rẹ̀ tọwọ́tẹsẹ̀.",,Bible,text,,"So he remained there for an entire two years in his own rented house, and he would kindly receive all those who came to him.",,True,Alaran
67387c1c45317b996fc3eec7,annotations,,Dùndún fọ̀ràn gbogbo ṣàpamọ́ra.,,Bible,text,,The talking drum endures all matters without complaint.,,True,Alaran
67387c1c45317b996fc3eed3,annotations,,2 Jòhánù.,,Bible,text,,2 John.,,True,Alaran
67387c1c45317b996fc3eee4,annotations,,A mọyì bí Arákùnrin Christensen ṣe ń fara dà á nìṣó láìka ìdájọ́ tí kò tọ́ tí wọ́n ṣe fún un sí.,,Bible,text,,We admire the calm endurance of Brother Christensen in the face of this ongoing injustice.,,True,Alaran
67387c1c45317b996fc3eee8,annotations,,"Màá fi lé ọba Bábílónì lọ́wọ́, á sì dáná sun ún.",,Bible,text,,"It will be given into the hand of the king of Babylon, and he will burn it with fire.",,True,Alaran
67387c1c45317b996fc3ef24,annotations,,"I fẹ́ àwọn ènìyàn ìlú ni yóò jẹ́ òkúta ìpìlẹ̀ fún à ṣẹ ìjọba; a ó máa fi ìfẹ́ yìí hàn nípasẹ̀ ìbò tòótọ́ tí a ó máa dì láti ìgbà dé ìgbà, nínú èyí tí ẹnì kọ̀ọ̀kan yóò ní ẹ̀tọ́ sí ìbò kan ṣoṣo tí a dì ní ìkọ̀kọ̀ tàbí nípasẹ̀ irú ọ nà ìdìbò mìíràn tí ó bá irú ìdìbò bẹ́ẹ̀ mu.",,Bible,text,,The will of the people shall be the basis of the authority of government; this will shall be expressed in periodic and genuine elections which shall be by universal and equal suffrage and shall be held by secret vote or by equivalent free voting procedures.,,True,Alaran
67387c1c45317b996fc3ef34,annotations,,"Òótọ́ ni ohun tí wọ́n sọ nínú ìran náà nípa alẹ́ àti àárọ̀, àmọ́ kí o ṣe ìran náà ní àṣírí, torí ọ̀pọ̀ ọjọ́ sí àkókò yìí ló ń tọ́ka sí.",,Bible,text,,"What was said in the vision about the evenings and the mornings is true, but you must keep the vision secret, for it refers to a time many days from now.",,True,Alaran
67387c1c45317b996fc3ef3b,annotations,,Wèrèpè ò níbìkan àgbámú; gbogbo ara ní ń fií jóni.,,Bible,text,,The cow-itch offers no place to be handled; it stings with its whole body.,,True,Alaran
67387c1c45317b996fc3ef55,annotations,,"Ilé Ẹjọ́ Orílẹ̀-Èdè Rọ́ṣíà Ní Kí Arákùnrin Aleksey Metsger San Owó Ìtanràn Ẹgbẹ̀rún Lọ́nà Ọgọ́rùn-ún Mẹ́ta àti Ààbọ̀ Ruble 350,000 Rubles, Kò sì Gbà Pẹ̀lú Agbẹjọ́rò Ìjọba Pé Kí Wọ́n Fi Sẹ́wọ̀n Ọdún Mẹ́ta.",,Bible,text,,"Russian Court Fines Brother Aleksey Metsger 350,000 Rubles, Denies Prosecutors Request for Three-Year Prison Sentence.",,True,Alaran
67387c1c45317b996fc3ef65,annotations,,"Nípa mímọ́-gaara irinṣẹ́ẹ wọn, oníṣọnà irinṣẹ́ wọ̀nyí fìwé pe ẹlòmíràn láti yẹ ààbò wọn wò bóyá ó kú díẹ̀ káàtó àti láti ṣe ìmúgbòrò irinṣẹ́ náà.",,Bible,text,,"By being transparent about how their program works, the creators of these tools invite others to look for security flaws and help improve the program.",,True,Alaran
67387c1c45317b996fc3efe1,annotations,,"Nígbà tó kan Ẹ́sítà ọmọ Ábíháílì arákùnrin òbí Módékáì, ẹni tó mú un ṣe ọmọ, láti wọlé lọ bá ọba, kò béèrè ohunkóhun lẹ́yìn ohun tí Hégáì ìwẹ̀fà ọba, olùtọ́jú àwọn obìnrin, fún un.",,Bible,text,,"And when the turn came for Esther the daughter of Abʹi·ha·il the uncle of Morʹde·cai, who had taken her as his daughter, to go in to the king, she did not request anything except what Hegʹa·i the kings eunuch, the guardian of the women, recommended.",,True,Alaran
67387c1c45317b996fc3f0cb,annotations,,"Bí ẹ ṣe ń wá síwájú mi, Tí ẹ̀ ń tẹ àgbàlá mi mọ́lẹ̀, Ta ló ní kí ẹ ṣe bẹ́ẹ̀.",,Bible,text,,"When you come to appear before me, Who has required this from you, This trampling of my courtyards.",,True,Alaran
67387c1c45317b996fc3f0f4,annotations,,"Ẹní du araa rẹ̀ lóyè Apènà: kó tó jẹ ẹran ọ̀fẹ́, ó dọ̀run.",,Bible,text,,Whoever deprives himself of the title of Apena will wait until he dies before tasting free meat.,,True,Alaran
67387c1c45317b996fc3f10b,annotations,,"kí èèyàn fi gbogbo ọkàn, gbogbo òye àti gbogbo okun nífẹ̀ẹ́ Rẹ̀, kó sì nífẹ̀ẹ́ ọmọnìkejì rẹ̀ bí ara rẹ̀ ṣe pàtàkì gan-an ju gbogbo odindi ẹbọ sísun àtàwọn ẹbọ.",,Bible,text,,"and to love him with ones whole heart, with ones whole understanding, and with ones whole strength and to love ones neighbor as oneself is worth far more than all the whole burnt offerings and sacrifices.",,True,Alaran
67387c1c45317b996fc3f11b,annotations,,"Sọ fún wọn pé: Ohun tí Jèhófà sọ nìyí, Bí ẹ kò bá fetí sí mi láti máa tẹ̀ lé òfin mi tí mo fún yín.",,Bible,text,,"Say to them: This is what Jehovah says, If you will not listen to me by following my law that I have placed before you.",,True,Alaran
67387c1c45317b996fc3f11c,annotations,,"Wọ́n sọ wọ́n lókùúta, wọ́n dán wọn wò, wọ́n fi ayùn rẹ́ wọn sí méjì, wọ́n fi idà pa wọ́n, wọ́n rìn kiri pẹ̀lú awọ àgùntàn àti awọ ewúrẹ́ lọ́rùn, nígbà tí wọ́n ṣaláìní, nínú ìpọ́njú, nígbà tí wọ́n hùwà àìdáa sí wọn;.",,Bible,text,,"They were stoned, they were tried, they were sawn in two, they were slaughtered by the sword, they went about in sheepskins, in goatskins, while they were in need, in tribulation, mistreated;.",,True,Alaran
67387c1c45317b996fc3eefe,annotations,,"Ẹ má fetí sí ọ̀rọ̀ àwọn wòlíì tó ń sọ fún yín pé, Ẹ kò ní sin ọba Bábílónì, nítorí èké ni wọ́n ń sọ tẹ́lẹ̀ fún yín.",,Bible,text,,"Do not listen to the words of the prophets who are saying to you, You will not serve the king of Babylon, because they are prophesying lies to you.",,True,Alaran
67387c1c45317b996fc3ef06,annotations,,Ẹbọ jíjẹ kì í pa igún.,,Bible,text,,The consumption of sacrificial offerings will not kill the vulture.,,True,Alaran
67387c1c45317b996fc3ef4e,annotations,,SHUKI jẹ́ ọ̀kan lára àwọn sinimá tí ó ṣáà fẹ́ fi aṣọ ẹ̀yẹ Nọ́líwuùdù wọ́lẹ̀.,,Bible,text,,Shuki' is one of those movies bent on bringing Nollywood into disrepute.,,True,Alaran
67387c1c45317b996fc3ef5f,annotations,,Ìgbàgbọ́ àwọn Ẹlẹ́rìí Jèhófà fẹsẹ̀ múlẹ̀ kódà nínú àgọ́ ìṣẹ́niníṣẹ̀ẹ́ torí ó dá wọn lójú pé Ọlọ́run máa gbà wọ́n sílẹ̀ àti pé wọ́n ṣe ara wọn ní òṣùṣù ọwọ̀.,,Bible,text,,Their unconditional confidence in the divine promise of salvation and their very pronounced sense of solidarity gave Jehovahs Witnesses the inner strength to remain faithful to their conviction even in concentration camps.,,True,Alaran
67387c1c45317b996fc3ee5e,annotations,,Àwọn alábòójútó àyíká àti àwọn alàgbà tó ń gbé lágbègbè náà ń ṣe gbogbo ohun tí wọ́n lè ṣe láti pèsè ìrànwọ́ fún àwọn tó sá kúrò nílé.,,Bible,text,,Circuit overseers and local elders continue to coordinate relief supplies for evacuees.,,True,Alaran
67387c1c45317b996fc3ee2c,annotations,,Ẹ lè sọ wí pé díẹ̀ nínú àwọn yìí jẹ́ ètò-ẹ̀kọ́.,,Bible,text,,You can say some of this is education.,,True,Alaran
67387c1c45317b996fc3ee2d,annotations,,Gbogbo ara mi máa yọ̀ nínú Ọlọ́run mi.,,Bible,text,,My whole being will rejoice in my God.,,True,Alaran
67387c1c45317b996fc3ee2e,annotations,,"Ẹ gbọ́ pé a sọ fún àwọn èèyàn àtijọ́ pé: O ò gbọ́dọ̀ pààyàn, àmọ́ ẹnikẹ́ni tó bá pààyàn máa jíhìn fún ilé ẹjọ́.",,Bible,text,,"You heard that it was said to those of ancient times: You must not murder, but whoever commits a murder will be accountable to the court of justice.",,True,Alaran
67387c1c45317b996fc3ee43,annotations,,"Oúnjẹ tí a fi èrú kó jọ máa ń dùn lẹ́nu èèyàn, Àmọ́ tó bá yá, òkúta ni yóò kún ẹnu rẹ̀.",,Bible,text,,"Bread gained by deceit tastes good to a man, But afterward his mouth will be full of gravel.",,True,Alaran
67387c1c45317b996fc3ee49,annotations,,"Bọ ẹran náà, kí o sì se àwọn egungun náà nínú rẹ̀.",,Bible,text,,"Boil the pieces, and cook the bones inside it.",,True,Alaran
67387c1c45317b996fc3ee52,annotations,,"Inú ń bími pé ìtàn ète náà, mo nígbàgbọ́ tó rinlẹ̀, máa ń fa ìdádúró; ó wà lára okùnfa fún ìdádúró nínú ìpadàbọ wọn.",,Bible,text,,"And I am furious that the hoax narrative, I firmly believe, caused a delay; it was part of the reason for the delay in their return.",,True,Alaran
67387c1c45317b996fc3ee53,annotations,,Alága ẹgbẹ́ àwọn awakọ RTEAN lórílè èdè yìí Alhaji Musa Mohammed ti kìlọ̀ fún àwọn Awakọ̀ láti máṣe gbé owó lé ọkọ̀ látàrí kíkó tí ìjọba kó kẹ̀kẹ́ Marwa kúrò nílẹ̀.,,Bible,text,,"The Lagos State Chairman of Road Transport Employers Association of Nigeria, Alhaji Musa Muhammed has warned members of the association not to take advantage of the ban on okada and tricycles in some parts of the state to hike transport fare.",,True,Alaran
67387c1c45317b996fc3ee5a,annotations,,Wọ́n ń dúró dè mí bí ẹni ń dúró de òjò; Wọ́n la ẹnu wọn sílẹ̀ gbayawu bíi fún òjò ìrúwé.,,Bible,text,,They waited for me as for the rain; They opened their mouth wide as for the spring rain.,,True,Alaran
67387c1c45317b996fc3ee5c,annotations,,"Ọba wá pàṣẹ fún Áṣípénásì olórí òṣìṣẹ́ ààfin rẹ̀ pé kó mú lára àwọn ọmọ Ísírẹ́lì wá, títí kan àwọn ọmọ ọba àti ọmọ àwọn èèyàn pàtàkì.",,Bible,text,,"Then the king ordered Ashʹpe·naz his chief court official to bring some of the Israelites, including those of royal and noble descent.",,True,Alaran
67387c1c45317b996fc3ee82,annotations,,"Fetí sílẹ̀, Jèhófà, kí o sì ṣojú rere sí mi.",,Bible,text,,"Hear, O Jehovah, and show me favor.",,True,Alaran
67387c1c45317b996fc3ee87,annotations,,Gbogbo àpéjọ náà wá bẹ̀rẹ̀ sí í kùn sí àwọn ìjòyè náà.,,Bible,text,,So all the assembly began to murmur against the chieftains.,,True,Alaran
67387c1c45317b996fc3ee8b,annotations,,Wòó! Ó burú jù.,,Bible,text,,Menn! It was horrible joor!.,,True,Alaran
67387c1c45317b996fc3ee9c,annotations,,"Àmọ́, ó ti kọ àwọn ìdájọ́ àti àṣẹ mi, ìwà rẹ̀ sì burú ju ti àwọn orílẹ̀-èdè àti àwọn ìlú tó yí i ká lọ.",,Bible,text,,"But she has rebelled against my judicial decisions and my statutes, acting more wickedly than the nations and the lands all around her.",,True,Alaran
67387c1c45317b996fc3ee63,annotations,,"Lẹ́yìn tí Jóṣúà àti àwọn ọmọ Ísírẹ́lì ti pa wọ́n lọ rẹpẹtẹ, débi pé wọ́n pa wọ́n run, àfi àwọn kan tó sá lọ sí àwọn ìlú olódi.",,Bible,text,,"After Joshua and the Israelites had finished inflicting a very great slaughter on them, to the point of wiping them out except for some survivors who escaped and entered into the fortified cities.",,True,Alaran
67387c1c45317b996fc3ee7f,annotations,,Àpagbé lOrò ń pagi.,,Bible,text,,Killing-without-recourse is Orò's way of killing trees.,,True,Alaran
67387c1c45317b996fc3ee85,annotations,,"Ni wọ́n bá tún fẹ́ mú un, àmọ́ ó bọ́ mọ́ wọn lọ́wọ́.",,Bible,text,,"So they tried again to seize him, but he escaped from their reach.",,True,Alaran
67387c1c45317b996fc3ee91,annotations,,Orílẹ̀ èdè India ti pèsè ètò ìrànlọ́wọ́ fún Nàíjíríà nípa gbígbógun ti ikọ̀ ọlọ̀tẹ̀ Boko Haram.,,Bible,text,,India stands together with Nigeria in its fight against Boko Hatam.,,True,Alaran
67387c1c45317b996fc3eed6,annotations,,"Gbàrà tí áńgẹ́lì tó bá a sọ̀rọ̀ lọ, ó pe méjì lára àwọn ìránṣẹ́ rẹ̀ àti ọmọ ogun kan tó jẹ́ onífọkànsìn lára àwọn tó ń ṣèránṣẹ́ fún un.",,Bible,text,,"As soon as the angel who spoke to him left, he called two of his servants and a devout soldier from among those who were his attendants.",,True,Alaran
67387c1c45317b996fc3eeaa,annotations,,"Nítorí ìwọ, Jèhófà Ọlọ́run àwọn ọmọ ogun, Ọlọ́run Ísírẹ́lì, ti fi han ìránṣẹ́ rẹ pé, Màá kọ́ ilé fún ọ, Ìdí nìyẹn tí ìránṣẹ́ rẹ fi ní ìgboyà láti gba àdúrà yìí sí ọ.",,Bible,text,,"For you, Jehovah of armies, the God of Israel, have made a revelation to your servant by saying, I will build a house for you, That is why your servant has the courage to pray this prayer to you.",,True,Alaran
67387c1c45317b996fc3eed8,annotations,,"Ó máa jẹ́ iná tó ń jẹ nǹkan run tó sì ń run nǹkan, Tó ń run gbòǹgbò èso mi látòkè délẹ̀  pàápàá.",,Bible,text,,"It would be a fire that would devour and destroy, Consuming even the roots of all my produce.",,True,Alaran
67387c1c45317b996fc3eedb,annotations,,"Àwọn ìwé ìforúkọsílẹ̀ ń béèrè bí àwọn èèyàn bá ní àléébù lára, ṣùgbọ́n kò fi àyè gbà wọ́n láti kọ irú àléébù tí ó jẹ́.",,Bible,text,,Registration forms ask people if they have disabilities but do not enable them to specify the type.,,True,Alaran
67387c1c45317b996fc3eee1,annotations,,"Lẹ́yìn yẹn ni Arákùnrin Di Blasio fi fídíò ìfọ̀rọ̀wánilẹ́nuwò pẹ̀lú Arábìnrin Emma Bauer han àwọn tó wà níkàlẹ̀, nínú fídíò náà, Arábìnrin Emma Bauer ròyìn bi òun àti ìdílé òun ṣe fojú winá inúnibíni nígbà Ogun Àgbáyé Kejì.",,Bible,text,,"Brother Di Blasio then shared a video interview of Sister Emma Bauer, who recounted the persecution she and her family suffered during World War II.",,True,Alaran
67387c1c45317b996fc3eeab,annotations,,"Nígbà tí Hádádì kú, Sámúlà láti Másírékà bẹ̀rẹ̀ sí í jọba ní ipò rẹ̀.",,Bible,text,,"When Haʹdad died, Samʹlah from Mas·reʹkah began to reign in his place.",,True,Alaran
67387c1c45317b996fc3eeb8,annotations,,Ẹnikẹ́ni tó bá ti wá mọ Ọlọ́run ń fetí sí wa; ẹnikẹ́ni tí kò wá látọ̀dọ̀ Ọlọ́run kì í fetí sí wa.,,Bible,text,,Whoever comes to know God listens to us; whoever does not originate with God does not listen to us.,,True,Alaran
67387c1c45317b996fc3eed9,annotations,,Abala karùn‐ún.,,Bible,text,,The fifth chapter.,,True,Alaran
67387c1c45317b996fc3ef2b,annotations,,Wọ́n wá sọ fún un pé: Ta ni ọ́? Sọ fún wa ká lè mọ ohun tí a máa sọ fún àwọn tó rán wa níṣẹ́.,,Bible,text,,So they said to him: Who are you? Tell us so that we may give an answer to those who sent us.,,True,Alaran
67387c1c45317b996fc3ef3c,annotations,,Ọ̀kan lára àwọn tó wò ó sọ pé: Ìgbà àkọ́kọ́ rèé tí màá sunkún bí mo ṣe ń gbọ́ àsọyé tó dá lórí Bíbélì.,,Bible,text,,One viewer expressed: It was my first time to cry while listening to a Bible-based talk.,,True,Alaran
67387c1c45317b996fc3ef8f,annotations,,"Wò ó! ìjì líle bẹ̀rẹ̀ sí í jà lórí òkun, débi pé ìgbì òkun ń bo ọkọ̀ náà; àmọ́ ó ń sùn.",,Bible,text,,"Now look! a great storm arose on the sea, so that the boat was being covered by the waves; but he was sleeping.",,True,Alaran
67387c1c45317b996fc3efd8,annotations,,"pé kó ṣojú rere sáwọn, kó ránṣẹ́ pe Pọ́ọ̀lù wá sí Jerúsálẹ́mù.",,Bible,text,,as a favor to send for Paul to come to Jerusalem.,,True,Alaran
67387c1c45317b996fc3f02d,annotations,,"Kí ó tó di òfin, ó gbọdọ̀ gba ìgbìmọ̀ kan tí àwọn aṣojú-ṣòfin yóò yẹ̀ ẹ́ wò.",,Bible,text,,"Before it becomes a law, it must be approved by a committee where the legislators will examine it.",,True,Alaran
67387c1c45317b996fc3f0b9,annotations,,"Ó gbá dírágónì náà mú, ejò àtijọ́ náà, òun ni Èṣù àti Sátánì, ó sì dè é fún ẹgbẹ̀rún (1,000) ọdún.",,Bible,text,,"He seized the dragon, the original serpent, who is the Devil and Satan, and bound him for 1,000 years.",,True,Alaran
67387c1c45317b996fc3f0e4,annotations,,"Ibi Tí A Ti Ṣe É: Gbọ̀ngàn Ìwòran FNB ní ìlú Johannesburg, South Africa.",,Bible,text,,"Location: FNB Stadium in Johannesburg, South Africa.",,True,Alaran
67387c1c45317b996fc3f0eb,annotations,,"Ọ̀rọ̀ rẹ̀ tuni lára ju òróró lọ, Àmọ́ idà tí a fà yọ ni wọ́n.",,Bible,text,,"His words are softer than oil, But they are drawn swords.",,True,Alaran
67387c1c45317b996fc3eef3,annotations,,"Sibẹsibẹ, eyi kuna lati jẹ ohunkohun miiran ju alaidun.",,Bible,text,,"However, this failed to be anything other than boring.",,True,Alaran
67387c1c45317b996fc3eef8,annotations,,Òùngbẹ ti mú kí ahọ́n wọn gbẹ.,,Bible,text,,Their tongue is dry from thirst.,,True,Alaran
67387c1c45317b996fc3eefc,annotations,,"Àwọn ìyípadà rere náà ti ń dé mo sì lérò pé wọn yóò tẹ̀síwájú, kí ó dé ọ̀pọ̀ àwọn orílẹ̀-èdè Ilẹ̀-adúláwọ̀ bi Côte d'Ivoire, Tanzania àti Senegal, lára àwọn tí ìdágbàsókè ètò ọrọ̀-ajé wọ́n wà lókè ténté t’ó lè ṣe ìgbàmọ́ra àǹfààní tó pọ̀ fún ìdókòwò ẹ̀ka-aládàni.",,Bible,text,,"The tables are starting to turn and I hope they keep turning, to reach several African nations like Côte d'Ivoire, Tanzania and Senegal, among the top fastest growing economies that can attract several opportunities for private-sector investment.",,True,Alaran
67387c1c45317b996fc3ef05,annotations,,"Agígírì yí ni Ọba Ìjẹ̀bú-Jẹ̀ṣà kiíní, àwọn ìran ọlọ́dẹ méje ìjọ́sí ló di ìdílé méje tí ń jọ́ba Ìjẹ̀bú-Jẹ̀ṣà títí di òní.",,Bible,text,,"Agigiri was the first King of Ijebu-Jesha, seven generations of thieves became the seven families ruling Ijebu-Jesha until today.",,True,Alaran
67387c1c45317b996fc3ef14,annotations,,Ìpín kejì Mo fẹ́ràn ìpín àkọ́kọ́ àti wípé mò ń  fojú sọ́nà fún ìpín kejì.,,Bible,text,,Season 2  I loved Season 1 and I could hardly wait for Season.,,True,Alaran
67387c1c45317b996fc3ef19,annotations,,Ọ̀pọ̀ ọ̀mọ̀wé àtàwọn ìlúmọ̀ọ́ká sọ̀rọ̀ lórí bí ètò ìrántí náà ti ṣe pàtàkì tó.,,Bible,text,,Many scholars and public figures commented on the significance of the event.,,True,Alaran
67387c1c45317b996fc3ef36,annotations,,"Wò ó, mò ń fi ìbùkún àti ègún síwájú yín lónìí.",,Bible,text,,"See, I am putting before you today a blessing and a curse.",,True,Alaran
67387c1c45317b996fc3ef54,annotations,,Ojú mi ti di bàìbàì bí mo ṣe ń dúró de Ọlọ́run mi.,,Bible,text,,My eyes have grown weary while waiting for my God.,,True,Alaran
67387c1c45317b996fc3ef5c,annotations,,"Mo tún mú ọ̀nà pọ̀n, mo dé Ayépé-Ọlọ́dẹ, ẹ̀mi tún sọ fún mi pé, mo ti tún kọjá ìlú tí a fi ìfẹ́ tẹ̀dó, pé kí n padà sẹ́yìn.",,Bible,text,,"I took the road again, I reached Ayépe-Odolde, my spirit told me again that I had passed the city that was inhabited by love, that I should go back.",,True,Alaran
