_id,type,file_url,yoruba_text,audio_gender,source,file_type,file_size,english_text,duration,translation_verified,uploaded_by
67387c1c45317b996fc3f456,annotations,,Nítorí àjọṣe wo ni òdodo àti ìwà tí kò bófin mu ní? Tàbí kí ló pa ìmọ́lẹ̀ àti òkùnkùn pọ̀.,,Bible,text,,For what fellowship do righteousness and lawlessness have? Or what sharing does light have with darkness.,,True,Alaran
67387c1c45317b996fc3f32a,annotations,,"Ọ̀pọ̀ èèyàn máa wá ní orúkọ mi, wọ́n á sọ pé, Èmi ni ẹni náà, wọ́n sì máa ṣi ọ̀pọ̀ èèyàn lọ́nà.",,Bible,text,,"Many will come on the basis of my name, saying, I am he, and will mislead many.",,True,Alaran
67387c1c45317b996fc3f32c,annotations,,"Ó tún fún un ní ìwọ̀n wúrà tí a yọ́ mọ́ fún pẹpẹ tùràrí àti fún àwòrán kẹ̀kẹ́ ẹṣin, ìyẹn, àwọn kérúbù wúrà tí wọ́n na ìyẹ́ apá wọn bo orí àpótí májẹ̀mú Jèhófà.",,Bible,text,,"He also gave the weight for the refined gold for the incense altar and for the representation of the chariot, namely, the cherubs of gold that spread their wings out and overshadow the ark of the covenant of Jehovah.",,True,Alaran
67387c1c45317b996fc3f333,annotations,,"Ẹ̀tàn ni wọ́n, iṣẹ́ yẹ̀yẹ́ sì ni wọ́n.",,Bible,text,,"They are a delusion, a work of mockery.",,True,Alaran
67387c1c45317b996fc3f34a,annotations,,Ọ̀ṣọ́ oníbùjé ò pé isán; ọ̀ṣọ́ onínàbì ò ju ọdún lọ.,,Bible,text,,The beauty bestowed by tattooing with the juice of the bùjé plant does not last nine days; a prostitute's beauty does not last more than a year.,,True,Alaran
67387c1c45317b996fc3f355,annotations,,Màá da ẹ̀mí mi sórí ọmọ rẹ Àti ìbùkún mi sórí àwọn àtọmọdọ́mọ rẹ.,,Bible,text,,I will pour out my spirit on your offspring And my blessing on your descendants.,,True,Alaran
67387c1c45317b996fc3f363,annotations,,Mo sì ń gbé lábẹ́ ààbò.,,Bible,text,,And I reside in security.,,True,Alaran
67387c1c45317b996fc3f36a,annotations,,Fimí-pamọ́-kí-n-pa-ọ́ làrùn-ún jẹ́.,,Bible,text,,Hide-me-and-I-will-kill-you is the name a disease answers to.,,True,Alaran
67387c1c45317b996fc3f37c,annotations,,Lati ọjọ́ ti aláyé ti dá ayé ni Olówó tàbi Ọlọ́rọ̀ ti wà.,,Bible,text,,"From the day mankind created the world, there has been the Rich or the Rich.",,True,Alaran
67387c1c45317b996fc3f38a,annotations,,Ẹ̀ẹ̀mejì lọ́sẹ̀ ni mò ń gbààwẹ̀; mò ń san ìdá mẹ́wàá gbogbo ohun tí mo ní.,,Bible,text,,I fast twice a week; I give the tenth of all things I acquire.,,True,Alaran
67387c1c45317b996fc3f394,annotations,,"Bó ṣe ń rìn nínú tẹ́ńpìlì, àwọn olórí àlùfáà àti àwọn akọ̀wé òfin àti àwọn àgbààgbà wá.",,Bible,text,,"And as he was walking in the temple, the chief priests and the scribes and the elders came.",,True,Alaran
67387c1c45317b996fc3f3ad,annotations,,"Tí àwọn èèyàn yìí bá ń pe nǹkan ní ọ̀tẹ̀, ẹ ò gbọ́dọ̀ pè é ní ọ̀tẹ̀! Ẹ má bẹ̀rù ohun tí wọ́n bẹ̀rù; Ẹ má ṣe jẹ́ kó kó jìnnìjìnnì bá yín.",,Bible,text,,You should not call a conspiracy what this people calls a conspiracy! Do not fear what they fear; Do not tremble at it.,,True,Alaran
67387c1c45317b996fc3f3b7,annotations,,"Owó ìtanràn fún ẹni tí ilé ẹjọ́ bá dá lẹ́bi tó láàárín ẹgbẹ̀rún 200 àti ẹgbẹẹgbẹ̀rún 10 owó naira tí ó tó $556 sí $28,000 owó orílẹ̀ èdèe United States, ìtìmọ́lé fún ọdún mẹ́ta tàbí méjèèjì.",,Bible,text,,"A fine for a person convicted by the court is between 200 thousand and 10 thousand naira which is about $556 to $28,000 in United States money, imprisonment for three or two years.",,True,Alaran
67387c1c45317b996fc3f3cb,annotations,,"Torí pé òṣùwọ̀n báàtì kan ṣoṣo ni éékà ilẹ̀ mẹ́wàá tí wọ́n gbin àjàrà sí máa mú jáde, Eéfà kan ṣoṣo sì ni irúgbìn tó jẹ́ òṣùwọ̀n hómérì kan máa mú jáde.",,Bible,text,,"For ten acres of vineyard will produce but one bath measure, And a hoʹmer measure of seed will produce only an eʹphah.",,True,Alaran
67387c1c45317b996fc3f3d4,annotations,,Àwọn ọba ayé àti gbogbo àwọn tó ń gbé ilẹ̀ tó ń mú èso jáde kò gbà gbọ́ Pé elénìní àti ọ̀tá máa wọ àwọn ẹnubodè Jerúsálẹ́mù.,,Bible,text,,The kings of the earth and all the inhabitants of the productive land did not believe That the adversary and the enemy would enter the gates of Jerusalem.,,True,Alaran
67387c1c45317b996fc3f3db,annotations,,"Ó jọ pé lára ohun táwọn Ẹlẹ́rìí Jèhófà gbà gbọ́ ni pé kò yẹ káwọn máa dìbò, .",,Bible,text,,"Abstaining from this right seems to be part of the beliefs of Jehovahs Witnesses, .",,True,Alaran
67387c1c45317b996fc3f3e4,annotations,,"Kọ́ ìmọ̀ kún ìmọ̀ nípa ààtò ẹgbẹ́ àti bóyá akópa nífẹ̀ẹ́ sí kíkọ́ ìmọ̀ kún ìmọ̀ nípa ààtò ẹgbẹ́, ṣiṣẹ́ pẹ̀lúu wọn láti mú kí ẹgbẹ́ Facebook jẹ́ ohun ìkọ̀kọ̀ àti ààbò.",,Bible,text,,"Learn more about group settings and if participants are interested in learning more about group settings, work with them to keep your Facebook groups private and secure.",,True,Alaran
67387c1c45317b996fc3f3f4,annotations,,Ìtàn Ábráhámù àti ọmọ rẹ̀ nínú Báíbù ò yàtọ̀ sí ti Ìbràhímù nínú Kùránì.,,Bible,text,,The story of Abraham and his son in the Bible is not different from that of Abraham in the Quran.,,True,Alaran
67387c1c45317b996fc3f3fc,annotations,,"Bí ẹnikẹ́ni nínú àgọ́ Jékọ́bù, tó bá ń ṣe nǹkan yìí bá tiẹ̀ mú ọrẹ wá fún Jèhófà Ọlọ́run àwọn ọmọ ogun, Jèhófà yóò pa á run, ẹni yòówù kó jẹ́.",,Bible,text,,"Jehovah will cut off from the tents of Jacob anyone who does this, whoever he may be, though he presents a gift offering to Jehovah of armies.",,True,Alaran
67387c1c45317b996fc3f408,annotations,,"Torí náà, wọ́n ṣígun kúrò ní Jerúsálẹ́mù.",,Bible,text,,So they withdrew from against Jerusalem.,,True,Alaran
67387c1c45317b996fc3f40a,annotations,,"Jékọ́bù wá bá Réṣẹ́lì pẹ̀lú ní àṣepọ̀, ó nífẹ̀ẹ́ Réṣẹ́lì ju Líà lọ, ó sì fi ọdún méje míì ṣiṣẹ́ fún Lábánì.",,Bible,text,,"Then Jacob had relations also with Rachel, and he loved Rachel more than Leʹah, and he served him for another seven years.",,True,Alaran
67387c1c45317b996fc3f42b,annotations,,"Ẹni tó bá bú bàbá àti ìyá rẹ̀, Fìtílà rẹ̀ yóò kú nígbà tí òkùnkùn bá ṣú.",,Bible,text,,"Whoever curses his father and his mother, His lamp will be extinguished when darkness comes.",,True,Alaran
67387c1c45317b996fc3f44c,annotations,,"Àwọn àdáyanrí ìwà Tibet bíi ìní elẹgbẹ́ ẹni lọ́kàn, ìbọ̀wọ̀ fún àgbà, àìmọ̀kan ní ìpilẹ̀ ìbàjẹ́, ti fún mi ní ìgboyà.",,Bible,text,,"Tibetan characteristics such as individuality, respect for elders, ignorance of corruption, have given me courage.",,True,Alaran
67387c1c45317b996fc3f240,annotations,,"Àwọn nǹkan yẹn jẹ́ òjìji àwọn ohun tó ń bọ̀, àmọ́ Kristi ni ohun gidi náà.",,Bible,text,,"Those things are a shadow of the things to come, but the reality belongs to the Christ.",,True,Alaran
67387c1c45317b996fc3f242,annotations,,Wàhálà lórí ìná mọ̀nà-mọ́ná ti wà láti ìgbà ìwásẹ̀.,,Bible,text,,Power has been a problem for a generation.,,True,Alaran
67387c1c45317b996fc3f245,annotations,,US tennis club mú ìgbèrú bá bọ́ọ̀lù àfigigbá ní Nàìjííríà.,,Bible,text,,US tennis club boosts tennis in  Nigeria.,,True,Alaran
67387c1c45317b996fc3f24d,annotations,,"Bí a bá bá ẹrán wí, ká bá ẹràn wí.",,Bible,text,,"As one castigates ẹrán, one should also castigate ẹràn.",,True,Alaran
67387c1c45317b996fc3f259,annotations,,"Ni ọjọ́ kọkandinlọgbọn oṣù keje ọdún Ẹgbàálémẹ́rindinlógún, ilú péjọ pẹ̀lú ẹbi àti ará ni Adó-Èkìtì lati ṣe iranti Olóògbé Ọ̀gágun Adékúnlé Fájuyi fún iranti iwà iṣòótọ ti ó hù titi dé ojú ikú pẹ̀lú àlejò àti ọ̀gá rẹ Olóri Ogun Aguiyi Ironsi ni aadọta ọdún sẹhin.",,Bible,text,,"On the twenty-ninth day of the seventh month of the year 1818, the town gathered with family and friends in Ado-Ekiti to commemorate the late Captain Adékunle Fajyuyi for his loyalty to the death with his guest and boss Chief of War Aguiyi Ironsi fifty years ago.",,True,Alaran
67387c1c45317b996fc3f25d,annotations,,Èmi yóò ju àwọ̀n mi sí i láti fi mú un.,,Bible,text,,"I will cast my net over him, and he will be caught in my hunting net.",,True,Alaran
67387c1c45317b996fc3f26a,annotations,,"Ní báyìí, a kì í ṣe irú àwọn tó ń fà sẹ́yìn sí ìparun, àmọ́ irú àwọn tó ní ìgbàgbọ́ kí a lè dá ẹ̀mí wa sí.",,Bible,text,,"Now we are not the sort who shrink back to destruction, but the sort who have faith for the preserving of our lives.",,True,Alaran
67387c1c45317b996fc3f26e,annotations,,Àwọn fọ́tò tó tẹ̀ lé e yìí máa jẹ́ kẹ́ ẹ rí ibi tí iṣẹ́ náà dé.,,Bible,text,,The following photo gallery provides an update on the progress of the work.,,True,Alaran
67387c1c45317b996fc3f288,annotations,,"Bákan náà, a ó máa mú àkọ́so ọkà tí a kò lọ̀ kúnná wá àti àwọn ọrẹ pẹ̀lú èso oríṣiríṣi igi àti wáìnì tuntun pẹ̀lú òróró, a ó sì kó wọn wá fún àwọn àlùfáà ní àwọn yàrá tí wọ́n ń kó nǹkan pa mọ́ sí ní ilé Ọlọ́run wa, a ó sì kó ìdá mẹ́wàá irè oko ilẹ̀ wa fún àwọn ọmọ Léfì, torí àwọn ni wọ́n ń gba ìdá mẹ́wàá ní gbogbo ìlú tí a ti ń ṣiṣẹ́ àgbẹ̀.",,Bible,text,,"Also, the firstfruits of our coarse meal, our contributions, the fruitage of every sort of tree, new wine, and oil, we should bring to the priests to the storerooms of the house of our God, along with the tenth from our land to the Levites, for the Levites are the ones who collect the tenths in all our agricultural cities.",,True,Alaran
67387c1c45317b996fc3f289,annotations,,Nàìjíríà dípò mẹ́tàdínláàdọ́ta mú nínú ipò àtẹ àjọ FIFA.,,Bible,text,,Nigeria retains 47 position in FIFA ranking.,,True,Alaran
67387c1c45317b996fc3f295,annotations,,"Kí ọdún yẹn tó parí, àwọn Ẹlẹ́rìí Jèhófà táwọn ọlọ́pàá mú kí wọ́n lè da ìbéèrè bò wọ́n lé ní àádọ́sàn-án 170.",,Bible,text,,"During that year, police interrogated over 170 Witnesses.",,True,Alaran
67387c1c45317b996fc3f2a0,annotations,,"Ìgbà yẹn ni ara yín máa tó yá, tí ẹ sì máa mọ ìdí tí ọwọ́ rẹ̀ ṣì fi le mọ́ yín.",,Bible,text,,"Only then will you be healed, and it will be made known to you why his hand has not turned away from you.",,True,Alaran
67387c1c45317b996fc3f2d4,annotations,,Kí lèrò yín nípa Kristi? Ọmọ ta ni? Wọ́n sọ fún un pé: Ọmọ Dáfídì ni.,,Bible,text,,What do you think about the Christ? Whose son is he? They said to him: Davids.,,True,Alaran
67387c1c45317b996fc3f2d5,annotations,,"Torí náà, ẹ yọ àwọn ohun ọ̀ṣọ́ yín kúrò títí màá fi mọ ohun tí màá ṣe sí yín.",,Bible,text,,So now keep your ornaments off while I consider what to do to you.,,True,Alaran
67387c1c45317b996fc3f2e5,annotations,,"Àti Ógù ọba Báṣánì, Nítorí ìfẹ́ rẹ̀ tí kì í yẹ̀ wà títí láé.",,Bible,text,,"And Og the king of Baʹshan, For his loyal love endures forever.",,True,Alaran
67387c1c45317b996fc3f235,annotations,,"A ri irú igbéyàwó yi, ti ẹbi ọkọ tàbi ti iyàwó kò lè lọ.",,Bible,text,,"This is common among politicians, government officials and those who find public money wasted.",,True,Alaran
67387c1c45317b996fc3f23a,annotations,,Dúró sórí àpáta.,,Bible,text,,Station yourself on the rock.,,True,Alaran
67387c1c45317b996fc3f251,annotations,,Ìdí nìyẹn tí mo fi ń pàṣẹ fún ọ pé kí o ṣe èyí.,,Bible,text,,That is why I am commanding you to do this.,,True,Alaran
67387c1c45317b996fc3f267,annotations,,"Àbàtì àlàpà; a bà á tì, a bá a rẹ́.",,Bible,text,,"Unfinished abandoned wall: unable to master it, one befriends it.",,True,Alaran
67387c1c45317b996fc3f27e,annotations,,Hébérù 4.,,Bible,text,,Hebrews 4.,,True,Alaran
67387c1c45317b996fc3f281,annotations,,Ọmọ Ìpetuùjẹ́sà ni.,,Bible,text,,He is the son of Ipetuujeza.,,True,Alaran
67387c1c45317b996fc3f28d,annotations,,"Jèhófà Ọlọ́run àwọn ọmọ ogun, Ọlọ́run Ísírẹ́lì, sọ pé: Wò ó, màá yíjú sí Ámọ́nì láti Nóò àti sí Fáráò àti Íjíbítì àti àwọn ọlọ́run rẹ̀ àti àwọn ọba rẹ̀, àní màá yíjú sí Fáráò àti gbogbo àwọn tí wọ́n gbẹ́kẹ̀ lé e.",,Bible,text,,"Jehovah of armies, the God of Israel, says: Now I am turning my attention to Aʹmon from No, to Pharʹaoh, to Egypt, to her gods, and to her kings—yes, to Pharʹaoh and all those trusting in him.",,True,Alaran
