_id,type,file_url,yoruba_text,audio_gender,source,file_type,file_size,english_text,duration,translation_verified,uploaded_by
67387c1c45317b996fc3fa3d,annotations,,"Ní February 14, 2020, Ilé-Ẹjọ́ ìlú ńlá Vilyuchinsk dá Arákùnrin Mikhail Popov àti ìyàwó rẹ̀ Arábìnrin Yelena Popov lẹ́bi.",,Bible,text,,"On February 14, 2020, the Vilyuchinsk City Court convicted Brother Mikhail Popov and his wife, Sister Yelena Popova.",,True,Alaran
67387c1c45317b996fc3fa41,annotations,,"Ilé arákùrin yìí ní Potomac ni, fún àwọn tí wọ́n mọ Maryland dijú.",,Bible,text,,"It was in this gentleman's house in the Potomac, for those of you who are familiar with Maryland.",,True,Alaran
67387c1c45317b996fc3fa56,annotations,,Àwọn Ẹlẹ́rìí Jèhófà tó wà lágbègbè náà ti dìde ìrànwọ́ fáwọn èèyàn.,,Bible,text,,Basic relief supplies have been provided by fellow Witnesses in the local area.,,True,Alaran
67387c1c45317b996fc3fa64,annotations,,"Ó béèrè pé: Tí wọ́n bá jẹ́ olóòótọ́ sí ṣọ́ọ̀ṣì wọn àtàwọn onígbàgbọ́ bíi tiwọn, kí .",,Bible,text,,He asked: Why.,,True,Alaran
67387c1c45317b996fc3fa65,annotations,,"Esther Oyema fìtàn balẹ̀ lágbàáyé nínú eré ìdárayá irin gbígbé (Para powerlifter), Ó fìtàn balẹ̀ lẹ́yìn tí ó gba àmì-ẹ̀yẹ góòlù ṣaájú àwọn akẹẹgbẹ́ rẹ̀ tí wọ́n jọ kópa.",,Bible,text,,Para powerlifter Esther Oyema set a new world record by winning a gold medal in the lightweight category.,,True,Alaran
67387c1c45317b996fc3fa6c,annotations,,"Gẹ́gẹ́ bí àbájáde ètò ìdìbò náà l se lọ, Ọ̀jọ̀gbọ́n Ọlajide  ni asofin   Smart Adeyemi ni iye  ibo 88,373 láti fìdìí ẹnìkejì rẹ̀  Dino Melaye láti inú ẹgbẹ́  òsèlú People’s Democratic Party (PDP) janlẹ̀ nígbà tí òun ní iye ìbò  62,.",,Bible,text,,"According to him, Senator Adeyemi polled a total of 88,373 votes to beat Senator Dino Melaye of the People’s Democratic Party (PDP) who scored 62,133 votes.",,True,Alaran
67387c1c45317b996fc3fa76,annotations,,"Ẹnì kọ̀ọ̀kan ló ní àwọn ojúṣe kan sí àwùjọ, nípasẹ̀ èyí tí ó fi lè ṣeé ṣe fún ẹni náà láti ní ìdàgbàsókè kíkún gẹ́gẹ́ bí ẹ̀dá ènìyàn.",,Bible,text,,Everyone has duties to the community in which alone the free and full development of his personality is possible.,,True,Alaran
67387c1c45317b996fc3fa79,annotations,,"Mkhitaryan gbá àmì-ayò àkọ́kọ́ wọlé fún Arsenal, tí Aaron Ramsey sì gbá àmì-ayò kejì wọlé.",,Bible,text,,"Mkhitaryan scored the first goal for Arsenal, while Aaron Ramsey scored the second.",,True,Alaran
67387c1c45317b996fc3fa7c,annotations,,"Aṣojú kan sọ pé: Ṣọ́ọ̀ṣì Ọ́tọ́dọ́ọ̀sì fẹ́ kẹ́ ẹ wá ọmọlẹ́yìn tiyín síwájú ni, wọn ò fẹ́ kẹ́ ẹ gba àwọn ọmọ ìjọ wọn.",,Bible,text,,One ambassador responded: The Orthodox Church does not like you fishing in their waters.,,True,Alaran
67387c1c45317b996fc3fa83,annotations,,"Gómìnà Mákindé, ẹni tí igbákejì rẹ̀, Rauf Olaniyan, sojú fún ló sọ̀rọ̀ yìí ní ìpínlẹ̀ Ọ̀yọ́ tó jẹ́ ìlà Gúsù, orílẹ̀ èdè Nàíjíríà, sáájú èyí ni, alága ẹgbẹ́ àwọn ọmọ- ológun tó ti fẹ̀yìntì, Michael Fajimi, sọ pé, lára ètò síse ìrántí ọmọ -ológun orílẹ̀ èdè yìí ni láti se ìrànwọ́ owó fún àwọn tó farapa lójú ogun, ṣùgbọ́n tí wọn sì wà láyé àti fún àwọn opó àti ọmọ àwon olóògbé tó subú lójú ogun.",,Bible,text,,"The Governor was represented at the event by the Deputy Governor, Rauf Olaniyan, he raised Funds for Veterans Earlier, the Chairman, Nigerian Legion, Oyo State Command, Michael Fajimi, said that the objective of the Armed Forces and Remembrance Day celebration and emblem launch was to raise funds for veterans who are still alive but incapacitated and for the welfare of widows, children and other dependents of the fallen soldiers.",,True,Alaran
67387c1c45317b996fc3fa8c,annotations,,Ètò Ìṣèlú Ìṣúnà Commons láti ọwọ́ Yochai Benkler.,,Bible,text,,The Political Economy of the Commons by Yochai Benkler.,,True,Alaran
67387c1c45317b996fc3fa94,annotations,,Ẹ̀rẹ̀kẹ́ ni ilé ẹ̀rín.,,Bible,text,,The cheeks are the home of laughter.,,True,Alaran
67387c1c45317b996fc3fa98,annotations,,"Máà dé ibẹ̀, ewu ń bẹ ni gbólóhùn lásán tó ní odù náà jẹ́ military-grade tàbí NSA-proof.",,Bible,text,,Blanket statements that say that the code is military-grade or NSA-proof are red flags.,,True,Alaran
67387c1c45317b996fc3fa99,annotations,,Àfọwọ́rá ní ń jẹ́ olè.,,Bible,text,,Employing-the-hands-to-make-things-disappear is called stealing.,,True,Alaran
67387c1c45317b996fc3fa9f,annotations,,"Ó tún jẹ́ ọmọ ẹgbẹ́ òsèlú ruling African Party of Independence of Guinea àti Cape Verde (PAIGC)  lásìkò tí ó dá ẹgbẹ́ Movement for Democratic Alternative (MADEM-G15), sílẹ̀, ní èyí tí ó fí díje fún ipò ààrẹ, tí ó sì jáwé olúborí.",,Bible,text,,He was a member of the ruling African Party of Independence of Guinea and Cape Verde (PAIGC) when he founded the Movement for Democratic Alternative (MADEM-G15) on which platform he won the elections.,,True,Alaran
67387c1c45317b996fc3fabd,annotations,,Oníṣòwó wà lóòrùn; náwónáwó wà níbòji.,,Bible,text,,The person who does the trading is in the sun; the person who spends the money is in the shade.,,True,Alaran
67387c1c45317b996fc3fac1,annotations,,"Yàtọ̀ síyẹn, ìjì náà ba ilé àwọn ará márùndínláàádọ́rin (65) jẹ́, ó sì tún bá ilé kan tá a kọ́ mọ́ Gbọ̀ngàn Ìjọba kan jẹ́.",,Bible,text,,"Additionally, the storm damaged 65 homes of our brothers and sisters, as well as one apartment attached to a Kingdom Hall.",,True,Alaran
67387c1c45317b996fc3faab,annotations,,"Tọ̀wọ̀tọ̀wọ̀ ni Arákùnrin Skrynnikov gbèjà ohun tó gbà gbọ́ nílé ẹjọ́, ọ̀rọ̀ rẹ̀ sì wọni lọ́kàn.",,Bible,text,,"In court, Brother Skrynnikov made a respectful and compelling defense of his faith.",,True,Alaran
67387c1c45317b996fc3fac0,annotations,,Ọgbọ̀n ìṣẹ́jú lẹ́yìn tí mo gbọ́ pé àwọn ọlọ́pàá ti lọ sí ilé wa ni mo pa dà délé.,,Bible,text,,"Upon learning that the police were in my home, I arrived 30 minutes later.",,True,Alaran
67387c1c45317b996fc3fac2,annotations,,Bákan náà lótún pe àwọn Òbí àti Alágbàtó sí àkíyèsí láti wo irúfẹ́ àwọn ọ̀rẹ́ tí ọmọ wọn ń bá rìn.,,Bible,text,,He also appealed to parents and guardians to be watchful of friends their children are moving with.,,True,Alaran
67387c1c45317b996fc3facd,annotations,,Abiyamọ ọ̀tá àgàn; ẹní ń ṣiṣẹ́ ọ̀tá ọ̀lẹ.,,Bible,text,,"Nursing mother, enemy of the barren woman; working person, enemy of the idler.",,True,Alaran
67387c1c45317b996fc3fad1,annotations,,"Lẹ́yìn ìpàdé àkọ́kọ́ yìí, wọ́n ṣe ìpàdé méjì míì nínú Gbọ̀ngàn Ìjọba náà.",,Bible,text,,"Later in the evening, two more Memorial observances were held at the same complex.",,True,Alaran
67387c1c45317b996fc3fad8,annotations,,"Ààrẹ àgòrò tó bá gbójú, tòun tolúwa rẹ̀ lẹgbẹ́ra.",,Bible,text,,A subordinate military officer who is audacious is the equal of his superior.,,True,Alaran
67387c1c45317b996fc3fadb,annotations,,"Ní June 23, 2020, Ilé Ẹjọ́ Agbègbè Lgovskiy tó wà ní Kursk dá Arákùnrin Dennis Christensen sílẹ̀ kí ọdún tí wọ́n ní kó lò lẹ́wọ̀n tó pé.",,Bible,text,,"On June 23, 2020, the Lgovskiy District Court in the Kursk Region granted Brother Dennis Christensen early release.",,True,Alaran
67387c1c45317b996fc3facf,annotations,,"Ìdílé Hernández níwájú ilé wọn, àwọn tó ṣètò ìrànwọ́ ló bá wọn tún ilé náà kọ́.",,Bible,text,,"The Hernández family standing in front of their home, which was rebuilt by relief workers.",,True,Alaran
67387c1c45317b996fc3fb21,annotations,,Òkìkí ajá kì í pa oṣù.,,Bible,text,,A dog's howling will not kill the moon.,,True,Alaran
67387c1c45317b996fc3fb28,annotations,,"Ní July 21, ní àpéjọ àgbáyé tí wọ́n ṣe ní Denmark, Arákùnrin Lett tó jẹ́ ọkàn lára Ìgbìmọ̀ Olùdarí ka lẹ́tà kan tí Dennis kọ.",,Bible,text,,"On July 21, at the international convention in Denmark, Brother Lett of the Governing Body read a message from Dennis.",,True,Alaran
67387c1c45317b996fc3faeb,annotations,,Bí òwe bí òwe là ń lùlù ògìdìgbó; olọgbọ́n ní ń jó o; ọ̀mọ̀ràn ní ń sìí mọ̀ ọ́n.,,Bible,text,,"Like proverbs, like proverbs one plays the ògìdìgbó music;  only the wise can dance to it, and only the knowledgeable know it.",,True,Alaran
67387c1c45317b996fc3faef,annotations,,"Síbẹ̀, wọ́n fún yín láǹfààní láti buwọ́ lùwé kan tẹ́ ẹ bá fẹ́ kí wọ́n dá yín sílẹ̀.",,Bible,text,,"Yet, you did have an opportunity to be released if you signed a confession.",,True,Alaran
67387c1c45317b996fc3faf5,annotations,,"Igbá là ń pa, a kì í pa àwo.",,Bible,text,,It is a calabash that one cuts decorative patterns on; one does not cut patterns on china plates.,,True,Alaran
67387c1c45317b996fc3fb02,annotations,,"Bí a kò bá rádànán, à fòòbẹ̀ ṣẹbọ.",,Bible,text,,"If one cannot find a bat, one sacrifices a housebat.",,True,Alaran
67387c1c45317b996fc3fb11,annotations,,Díẹ̀-díẹ̀ nimú ẹlẹ́dẹ̀ẹ́ fi ń wọgbà.,,Bible,text,,It is bit by bit that the nose of the pig enters the fence.,,True,Alaran
67387c1c45317b996fc3fb1a,annotations,,Ìyànjú là ń gbà; bí a ò gbìyànjú bí ọ̀lẹ là ń rí; ojoojúmọ́ ní ń rẹni.,,Bible,text,,One simply makes an effort; if one does not make an effort one seems like a shiftless person; one copes with weariness daily.,,True,Alaran
67387c1c45317b996fc3fb1b,annotations,,"Àwọn onímọ̀ ìjìnlẹ̀ náà gbé ìpinnu tí wọ́n kọ́kọ́ ṣe jáde ní May 15,.",,Bible,text,,"An advance copy of the panel’s opinion was released on May 15,.",,True,Alaran
67387c1c45317b996fc3fb32,annotations,,"Àdúrà wa ni pé kí Jèhófà máa fún àwọn ará wa tó wà ní Rọ́ṣíà lágbára, kó sì máa dáàbò bò wọ́n.",,Bible,text,,We pray that Jehovah continues to strengthen and shield all of our fellow worshippers in Russia.,,True,Alaran
67387c1c45317b996fc3fb48,annotations,,Èyí ni àfikún ìpalára.,,Bible,text,,And that is the oxidative stress.,,True,Alaran
67387c1c45317b996fc3fb4a,annotations,,Ìwọ wo àtòpọ̀ àwòrán-olóhùn tí o fẹ́ràn jù lọ tàbí àwọn àwòrán tí ọ̀rẹ́ẹ̀ rẹ fi sí orí ẹ̀rọ-alátagbà ní ọ̀sẹ̀ tí ó kọjá.,,Bible,text,,Think about your favorite video mashup or even the photos your friend posted on social media last week.,,True,Alaran
67387c1c45317b996fc3fb4c,annotations,,Èsì ìdíje NPFL tí ó wáyé lópin ọ̀sẹ̀.,,Bible,text,,The score board of Nigeria Professional football League (NPFL) last weekend.,,True,Alaran
67387c1c45317b996fc3fb65,annotations,,"SWAN sọ nínú ọ̀rọ̀ rẹ̀ èyí tí igbákejì akọ̀wé ẹgbẹ́ ọ̀hún, Abdulrosheed Okiki gbé jáde nílùú Ìlọrin pé, ìyànsípò dókítà náà níí ṣe pẹ̀lú iṣẹ́ takuntakun tí ó ń gbése àti àṣeyọrí rẹ̀ nínú ojúṣe tórílẹ̀-èdè yàn fún un.",,Bible,text,,"The SWAN in a statement issued in Ilorin by its Assistant Secretary, Abdulrosheed Okiki said the appointment is a well-deserved going by his track record of achievements in previous national assignments.",,True,Alaran
67387c1c45317b996fc3fb46,annotations,,"Wo̩n yóò kojú ikọ̀ tó bá tè̩lé adarí group B, tí Russia agbanilálejò kojú.",,Bible,text,,"They will face the runners-up of group B, with hosts Russia confronting the winner.",,True,Alaran
67387c1c45317b996fc3fb71,annotations,,Mínísítà tún tẹ̀síwájú pé gbogbo àwọn ọmọ orílẹ̀ èdè Nàíjíríà ni yóò jẹ ànfààní ẹ̀kọ́ nípa ìmọ̀ ẹ̀rọ.,,Bible,text,,"The Minister said that the digital literacy training would cut across several categories of Nigerians, and would be taken to all corners in the country.",,True,Alaran
67387c1c45317b996fc3fb77,annotations,,"Kó tó dìgbà yẹn, Ilé Ìgbìmọ̀ Aṣòfin Ilẹ̀ Korea ti ń báṣẹ́ lọ lórí bí wọ́n ṣe máa ṣàtúnṣe sí Ìlànà Iṣẹ́ Ológun.",,Bible,text,,"Meanwhile, the National Assembly, Korea’s legislature, is already working on revisions to the Military Service Act.",,True,Alaran
67387c1c45317b996fc3fb80,annotations,,A dúpẹ́ lọ́wọ́ Jèhófà torí àwọn tó ti di orísun ìtùnú fún àwọn arákùnrin àtàwọn arábìnrin wa tí iná yìí lé kúrò nílé.,,Bible,text,,We are grateful to Jehovah for those who have become a source of great comfort for our brothers and sisters affected by these wildfires.,,True,Alaran
67387c1c45317b996fc3fb8b,annotations,,Àwọn alábòjútó àyíká yìí àti àwọn alàgbà tún ń ṣèbẹ̀wò olùṣọ́ àgùntàn sọ́dọ̀ àwọn arákùnrin àti arábínrin tí àjálù náà bá.,,Bible,text,,The circuit overseers and local elders are also shepherding the brothers and sisters affected by the earthquake.,,True,Alaran
67387c1c45317b996fc3fb90,annotations,,Àwọn ìsọfúnni tẹ́ ẹ fún wa sì gbéṣẹ́ gan an.,,Bible,text,,The presentation kit really was of great assistance.,,True,Alaran
67387c1c45317b996fc3fb78,annotations,,"Nínú ọ̀rọ̀ àsọkágbá mi fún ilé ẹjọ́ yìí, mo fẹ́ ṣàlàyé ṣókí fún yín nípa ara mi, ojú ti mo fi wo ẹ̀sùn ọ̀daràn tí wọ́n fi kàn mí àti ọwọ́ tí mo fi mú ìwàláàyè.",,Bible,text,,"In my final words at this court session, I want to tell you briefly about myself, how I view the criminal charges, and about my personal view of life.",,True,Alaran
67387c1c45317b996fc3fbc4,annotations,,"Ọ̀kan lára ohun ìní tí wọ́n gbẹ́sẹ̀ lé ni ilé Watch Tower Bible and Tract Society of Pennsylvania tó wà ní Solnechnoye, ìyẹn ẹ̀ka ọ́fíìsì wa ní Rọ́ṣíà tẹ́lẹ̀.",,Bible,text,,One of the seized properties was the former Russia branch complex in Solnechnoye—a property that was owned by the Watch Tower Bible and Tract Society of Pennsylvania.,,True,Alaran
67387c1c45317b996fc3fbbb,annotations,,Iṣu àtẹnumọ́ kì í jóná; ọ̀kà àtẹnumọ́ kì í mẹrẹ; àwòdì kì í gbé adìẹ à-tẹnu-kunkun-mọ́.,,Bible,text,,The yam one does not stop speaking about will not get burnt; the corn-meal one speaks constantly about does not become too well-done; a chicken that is the subject of constant caution does not get snatched up by a hawk.,,True,Alaran
67387c1c45317b996fc3fbbd,annotations,,Àpà èèyàn ò mọ̀ pé ohun tó pọ̀ ọ́ lè tán.,,Bible,text,,A wastrel does not know that what is plentiful can be used up.,,True,Alaran
67387c1c45317b996fc3fbd5,annotations,,"Ní June 20, 2018, Àjọ Tó Ń Rí sí Ẹ̀tọ́ Ọmọnìyàn ní Rọ́ṣíà sọ pé kí Ọ́fíìsì Olùpẹ̀jọ́ Ìjọba ṣèwádìí bóyá ó bófin mu láti máa fi àwọn Ẹlẹ́rìí Jèhófà sẹ́wọ̀n torí ohun tí wọ́n gbà gbọ́.",,Bible,text,,"On June 20, 2018, Russia’s Human Rights Council requested that the Prosecutor General’s Office verify the lawfulness of the criminal prosecution of Jehovah’s Witnesses.",,True,Alaran
67387c1c45317b996fc3fbdb,annotations,,"Àmọ́, kì í ṣe àwọn aláṣẹ ilé ẹjọ́ la gbẹ́kẹ̀ lé, Jèhófà la gbẹ́kẹ̀ lé.",,Bible,text,,"However, we do not put our trust in human courts or officials—our trust remains in Jehovah.",,True,Alaran
67387c1c45317b996fc3fbdd,annotations,,"Arákùnrin Jesse Pérez, ọ̀kan lára Ìgbìmọ̀ Ẹ̀ka ní Amẹ́ríkà Àárín bá àwọn akéde tí àjálù náà kàn ṣèpàdé ní ìpínlẹ̀ Morelos.",,Bible,text,,"A member of the Central America Branch Committee, Jesse Pérez, meets with affected publishers in the state of Morelos.",,True,Alaran
67387c1c45317b996fc3f9f9,annotations,,"Ó dùn wá pé ìdílé ẹlẹ́ni mẹ́ta kan tí wọ́n jẹ́ Ẹlẹ́rìí Jèhófà (ìyẹn bàbá, ìyá àti ọmọkùnrin wọn ọlọ́dún méjìlélógún (22)) wà lára àwọn tó bá ìṣẹ̀lẹ̀ náà lọ.",,Bible,text,,"Sadly, included in the death toll was a family of three of Jehovah’s Witnesses (a father, mother, and 22-year-old son).",,True,Alaran
67387c1c45317b996fc3fa0a,annotations,,"Ìdánilẹ́kọ̀ọ́ náà yóò wáyé kí ọdún yìí tó parí, nítorí a fẹ́ kí àwọn akọ́nimọ̀ọ́gbá wa ní ìmọ̀ ló̩wó̩ló̩wó̩ nínú eré ìdárayá náà, èyí tí á nípa lórí àwo̩n agbábò̩ò̩lù.",,Bible,text,,The training will come up before the end of the year because we need our coaches to have the latest knowledge in the sport which will impact on the players as well.,,True,Alaran
67387c1c45317b996fc3fa0c,annotations,,"Àwọn kanran, bíi ọ̀pọ̀lọpọ̀ àwọn igi-líle ilẹ̀ Adúláwọ, ni wọ́n ń lò fún gẹdú, ṣùgbọ́n díẹ̀ la mọ̀ nípa àjọṣepọ̀ wọn, nǹkan tó ń pín wọn ká, bí wọ́n ṣe ń yè nínú igbó wa fún ọgọ́rin sí igba ọdún.",,Bible,text,,"Ebonies, like most African hardwood, are exploited for timber, but we know very little about their ecology, what disperses them, how they survive in our forest 80 to 200 years.",,True,Alaran
67387c1c45317b996fc3fa11,annotations,,Ọ̀túnba Anífowóṣe ní sáà kejì yóò mú ìyípadà ọ̀tun wá bí Àarẹ ṣe ti fi ipa rẹ̀ lélẹ̀ fún orílèdè yìí.,,Bible,text,,Otunba Anifowose said the second term of President Muhammadu Buhari would witness rapid development because he had laid a solid foundation for the country.,,True,Alaran
67387c1c45317b996fc3fa28,annotations,,"Bó tiẹ̀ jẹ́ pé kò sí ìkankan lára àwọn ará wa tí àjálù yìí pa tàbí tó ṣe léṣe, ẹ̀ka ọ́fíìsì wa ní Bolivia sọ pé ó ba ilé méjì tó jẹ́ tàwọn ará wa jẹ́ pátápátá.",,Bible,text,,"While none of our brothers died or were injured, the Bolivia branch reports that two of our brothers’ homes were completely destroyed in the landslide.",,True,Alaran
67387c1c45317b996fc3fa33,annotations,,Àwọn alàgbà ìjọ tó wà lágbègbè náà ń fi ọ̀rọ̀ Ọlọ́run gbé àwọn Ẹlẹ́rìí Jèhófà bíi tiwọn ró.,,Bible,text,,Local congregation elders are providing pastoral support to their fellow Witnesses.,,True,Alaran
67387c1c45317b996fc3fa38,annotations,,Òkèlè gbò-ǹ-gbò-ó fẹ ọmọ lójú toto.,,Bible,text,,A huge morsel forces the child's eyes wide open.,,True,Alaran
67387c1c45317b996fc3fa3e,annotations,,"Ní lọ́wọ́lọ́wọ́ báyìí, àwa Ẹlẹ́rìí Jèhófà ti mú Bíbélì Ìtumọ̀ Ayé Tuntun jáde lódindi tàbí lápá kan ní èdè mọ́kàndínlọ́gọ́sàn-án (179).",,Bible,text,,"To date, Jehovah’s Witnesses have made the New World Translation available in whole or in part in 179 languages.",,True,Alaran
67387c1c45317b996fc3fa4b,annotations,,"Pípẹ́ ni yó pẹ̀ẹ́, akọ̀pẹ yó wàá sílẹ̀.",,Bible,text,,"It may take a while, but the palm-wine tapster will descend from atop the palm-tree.",,True,Alaran
67387c1c45317b996fc3fa55,annotations,,"Ní ìpíndọ́gba, akéde kọ̀ọ̀kan darí ìkẹ́kọ̀ọ́ Bíbélì mẹ́ta.",,Bible,text,,"On average, every publisher conducted three Bible studies.",,True,Alaran
67387c1c45317b996fc3fa5e,annotations,,Pamí-nkú obìnrín ṣorí bẹmbẹ sọ́kọ.,,Bible,text,,A masochistic woman hardens her head against her husband.,,True,Alaran
67387c1c45317b996fc3fa5f,annotations,,"Àdúrà wa ni pé kí àwọn ará wa ní Japan máa bá a lọ láti gbára lé Jèhófà, Ọlọ́run ìtùnú ní àkókò wàhálà yìí.",,Bible,text,,We pray that our brothers in Japan continue to rely on Jehovah for comfort during this trial.,,True,Alaran
67387c1c45317b996fc3fa67,annotations,,"Maurizio Costanzo (Akọ̀ròyìn àti olóòtú ètò orí tẹlifíṣọ̀n, ìlú Róòmù) A ò jẹ́ gbàgbé ẹgbẹẹgbẹ̀rún àwọn Ẹlẹ́rìí Jèhófà láti apá ibi ọ̀tọ̀ọ̀tọ̀ lórílẹ̀-èdè Yúróòpù tí wọ́n rán lọ sí àwọn àgọ́ ìṣẹ́niníṣẹ̀ẹ́.",,Bible,text,,"Maurizio Costanzo (Journalist and television presenter, Rome) We cannot forget the thousands of Jehovah’s Witnesses from various European countries who were sent to concentration camps.",,True,Alaran
67387c1c45317b996fc3fa4e,annotations,,Mo wá bi Arákùnrin Veslav léèrè ohun tó máa ń ṣẹlẹ̀ sí àwọn tó ti kú.,,Bible,text,,I then asked Brother Veslav what happens to the dead.,,True,Alaran
67387c1c45317b996fc3fa3b,annotations,,"Ọ̀mùtí gbàgbé ìṣẹ́, alákọrí gbàgbé ọ̀la.",,Bible,text,,The drunkard ignores his misery; the ill-fated person forgets tomorrow.,,True,Alaran
67387c1c45317b996fc3fa72,annotations,,"Adẹ́tẹ̀ẹ́ ní òún sẹ́ ọ̀ràn kan de àwọn ará ilé òun; ó ní bí òún bá lọ sídàálẹ̀, wọn ò jẹ́ fi kàn-ìn-kàn-ìn òun wẹ̀.",,Bible,text,,"The leper says that he trusts his relatives on a certain matter; he says when he goes on a journey, they would not dare use his sponge to wash themselves.",,True,Alaran
67387c1c45317b996fc3fa82,annotations,,"Bákannáà ni Ṣàngó fi orógbó ṣe ẹtù ìbọn, àti àwọn àrà ọwọ́ọ rẹ̀ mìíràn.",,Bible,text,,"Also Ṣàngó used bitter kola as gun powder, and other miraculous things that he portrayed.",,True,Alaran
67387c1c45317b996fc3fa87,annotations,,Àjò kì í dùn kódídẹ má rèWó.,,Bible,text,,The journey is never so pleasant that the parrot does not return to Ìwó.,,True,Alaran
67387c1c45317b996fc3fa9d,annotations,,"Orin tí a kọ lánàá, tí a ò sùn, tí a ò wo, a kì í tún jí kọ ọ́ láàárọ̀.",,Bible,text,,"The song that we sang yesterday, without sleep, without respite; we do not resume singing it in the morning.",,True,Alaran
67387c1c45317b996fc3faa9,annotations,,Jagajìgì ò mọ ogun; ogun ń pa elégbèje àdó.,,Bible,text,,Loading the body down with charms has no effect in a war; war kills even the person carrying fourteen hundred juju gourdlets.,,True,Alaran
67387c1c45317b996fc3faa4,annotations,,"Àgbaǹgbá ṣe bẹ́ẹ̀, ó làwo lórí san-san.",,Bible,text,,"Despite all difficulties, the animal àgbaǹgbá sprouts prominent horns on its head.",,True,Alaran
